expense_name,category,cost_in_rs,frequency,ground_truth_type,decision_time_sec,user_decision,correct
Water Bill,Utilities,2333,daily,need,1.74,need,1
Water Bill,Medical,2765,monthly,need,0.95,need,1
Petrol,Housing,6324,weekly,need,2.76,want,0
Gadgets,Housing,5493,monthly,need,3.24,need,1
Groceries,Education,4212,monthly,need,0.99,want,0
Online Course,Shopping,1471,monthly,want,1.29,want,1
Travel Tickets,Medical,4269,one-time,need,1.78,need,1
Online Course,Medical,3243,daily,need,1.07,want,0
Laptop EMI,Travel,7396,one-time,want,0.78,want,1
Online Course,Lifestyle,835,weekly,want,2.94,want,1
Health Insurance,Travel,6621,one-time,want,3.06,want,1
Laptop EMI,Housing,17714,daily,need,2.71,want,0
Gift Purchase,Lifestyle,151,weekly,want,1.69,need,0
Insurance Premium,Housing,19411,one-time,need,0.79,want,0
Health Insurance,Food,208,monthly,need,1.78,need,1
Health Insurance,Utilities,995,daily,need,2.94,need,1
Dining Out,Shopping,7078,one-time,want,2.53,want,1
Movie Night,Travel,11060,monthly,want,2.63,need,0
Streaming Subscription,Lifestyle,1690,one-time,want,2.3,want,1
Taxi Ride,Medical,4852,daily,need,2.38,want,0
Water Bill,Shopping,4469,daily,want,1.57,need,0
Internet Plan,Shopping,5174,one-time,want,3.32,need,0
New Sneakers,Medical,217,monthly,need,1.78,want,0
Electricity Bill,Travel,7018,daily,want,1.47,need,0
Online Course,Housing,17371,one-time,need,3.45,need,1
Party Expenses,Travel,9576,one-time,want,0.72,want,1
Health Insurance,Lifestyle,1905,one-time,want,1.33,want,1
Emergency Meds,Lifestyle,372,one-time,want,0.58,want,1
Internet Plan,Medical,990,monthly,need,2.23,need,1
Movie Night,Travel,14583,monthly,want,1.45,want,1
Party Expenses,Medical,3093,one-time,need,2.48,need,1
Hotel Stay,Food,370,monthly,need,2.6,need,1
Water Bill,Education,18763,daily,need,2.4,need,1
Electricity Bill,Housing,15571,one-time,need,3.34,want,0
Doctor Visit,Medical,469,monthly,need,2.36,need,1
Dining Out,Utilities,1792,daily,need,2.81,need,1
Movie Night,Lifestyle,1344,daily,want,2.05,want,1
Bus Pass,Education,6054,one-time,need,1.32,want,0
Hotel Stay,Entertainment,1974,weekly,want,1.34,want,1
Streaming Subscription,Medical,309,monthly,need,1.9,need,1
Gadgets,Lifestyle,246,daily,want,2.46,want,1
Emergency Meds,Food,835,daily,need,3.15,want,0
Movie Night,Housing,5339,monthly,need,0.93,need,1
Movie Night,Education,17341,daily,need,2.04,need,1
Fast Food,Food,433,daily,need,1.48,need,1
Movie Night,Food,2311,daily,need,1.08,need,1
Internet Plan,Medical,1821,one-time,need,0.53,need,1
Movie Night,Entertainment,455,daily,want,2.59,want,1
Rent,Travel,9730,one-time,want,0.61,want,1
Rent,Housing,13211,weekly,need,3.07,need,1
Concert Ticket,Food,893,daily,need,3.33,need,1
Emergency Meds,Utilities,1218,weekly,need,3.06,want,0
Coffee,Education,3979,daily,need,0.96,need,1
Health Insurance,Food,1998,daily,need,1.75,need,1
Medicines,Medical,1719,monthly,need,2.13,need,1
Internet Plan,Shopping,1131,monthly,want,1.71,want,1
School Fees,Medical,2323,daily,need,0.84,need,1
Mobile Recharge,Travel,12109,one-time,want,0.73,want,1
Gym Membership,Travel,2633,daily,want,0.92,want,1
Concert Ticket,Housing,10451,one-time,need,0.72,need,1
Taxi Ride,Entertainment,2373,daily,want,0.55,want,1
Groceries,Travel,583,weekly,want,1.92,need,0
Medicines,Education,13092,daily,need,3.42,need,1
Mobile Recharge,Travel,5726,monthly,want,2.91,want,1
Travel Tickets,Food,160,one-time,need,1.02,need,1
Snacks,Housing,6349,one-time,need,1.47,need,1
Fast Food,Food,1393,daily,need,1.8,need,1
Health Insurance,Housing,16603,daily,need,1.95,need,1
Emergency Meds,Housing,9113,one-time,need,1.66,need,1
Water Bill,Education,14746,weekly,need,0.81,need,1
Snacks,Utilities,1899,monthly,need,3.34,want,0
Rent,Education,7649,weekly,need,1.54,need,1
Concert Ticket,Travel,14548,weekly,want,2.2,want,1
Mobile Recharge,Education,10477,daily,need,1.36,need,1
Streaming Subscription,Entertainment,348,one-time,want,3.23,want,1
Concert Ticket,Travel,14733,monthly,want,3.34,want,1
Bus Pass,Shopping,5830,one-time,want,1.69,want,1
Mobile Recharge,Medical,3226,daily,need,1.34,need,1
Streaming Subscription,Entertainment,784,monthly,want,2.21,want,1
Doctor Visit,Education,14128,monthly,need,2.12,want,0
Coffee,Housing,9028,weekly,need,0.83,need,1
Dining Out,Entertainment,366,weekly,want,2.23,want,1
Snacks,Medical,2870,weekly,need,1.18,want,0
Petrol,Utilities,2013,one-time,need,2.55,need,1
Clothes Shopping,Shopping,2773,weekly,want,3.18,need,0
Movie Night,Housing,17807,daily,need,1.65,want,0
Travel Tickets,Travel,6619,weekly,want,1.01,want,1
Internet Plan,Medical,4939,one-time,need,1.85,need,1
Gym Membership,Utilities,3731,daily,need,3.33,need,1
Party Expenses,Shopping,6136,daily,want,2.89,need,0
Coffee,Shopping,3922,one-time,want,2.66,want,1
Insurance Premium,Food,1603,one-time,need,2.22,need,1
Emergency Meds,Shopping,4694,monthly,want,3.16,want,1
Travel Tickets,Travel,9650,daily,want,1.16,need,0
Clothes Shopping,Entertainment,1691,daily,want,3.01,want,1
Phone EMI,Housing,5887,one-time,need,2.04,need,1
Medicines,Medical,2706,monthly,need,0.59,need,1
Gadgets,Utilities,628,weekly,need,2.35,need,1
Clothes Shopping,Medical,2802,monthly,need,1.77,want,0
Groceries,Food,358,one-time,need,3.35,need,1
New Sneakers,Housing,15066,weekly,need,1.19,want,0
Taxi Ride,Travel,1891,monthly,want,0.95,want,1
New Sneakers,Utilities,1218,weekly,need,1.5,need,1
Phone EMI,Education,10139,weekly,need,1.28,need,1
School Fees,Lifestyle,1906,monthly,want,3.39,want,1
Hotel Stay,Food,1139,weekly,need,2.35,need,1
Travel Tickets,Medical,2690,one-time,need,3.39,need,1
Gift Purchase,Medical,1762,daily,need,1.4,need,1
Coffee,Travel,7040,monthly,want,0.83,want,1
Gym Membership,Education,15415,monthly,need,0.86,want,0
Gym Membership,Travel,1174,daily,want,2.98,want,1
Bus Pass,Education,8285,monthly,need,2.86,need,1
Salon Visit,Food,950,weekly,need,2.12,need,1
Gadgets,Travel,4822,daily,want,3.47,want,1
Gift Purchase,Medical,2185,monthly,need,1.27,need,1
Insurance Premium,Shopping,3288,daily,want,2.86,want,1
Coffee,Shopping,331,one-time,want,2.41,need,0
Mobile Recharge,Entertainment,2463,one-time,want,2.28,need,0
Mobile Recharge,Entertainment,2615,weekly,want,0.72,want,1
Salon Visit,Food,1583,weekly,need,3.17,need,1
Taxi Ride,Food,1128,one-time,need,1.63,need,1
Gym Membership,Medical,1162,one-time,need,2.49,want,0
Coffee,Food,2257,monthly,need,0.51,need,1
Clothes Shopping,Utilities,3584,weekly,need,2.33,need,1
Petrol,Lifestyle,2038,weekly,want,2.28,want,1
Snacks,Lifestyle,1670,daily,want,2.65,want,1
Clothes Shopping,Entertainment,2764,one-time,want,2.17,want,1
Snacks,Education,2756,daily,need,0.77,want,0
Dining Out,Shopping,509,monthly,want,3.39,want,1
Insurance Premium,Lifestyle,1517,weekly,want,2.82,want,1
Laptop EMI,Housing,18756,daily,need,2.73,need,1
New Sneakers,Entertainment,238,monthly,want,3.41,want,1
New Sneakers,Travel,3579,daily,want,1.19,want,1
Bus Pass,Entertainment,2208,daily,want,0.68,want,1
Electricity Bill,Education,10625,one-time,need,3.13,need,1
Doctor Visit,Entertainment,2579,daily,want,2.28,want,1
Salon Visit,Utilities,1901,monthly,need,1.21,need,1
Travel Tickets,Shopping,4930,daily,want,2.33,want,1
Clothes Shopping,Housing,7185,monthly,need,2.38,need,1
Rent,Travel,8925,monthly,want,1.12,need,0
Party Expenses,Medical,2095,daily,need,3.41,need,1
Gift Purchase,Travel,1398,daily,want,2.11,want,1
Bus Pass,Travel,990,one-time,want,1.9,want,1
Phone EMI,Food,1938,one-time,need,0.57,need,1
Emergency Meds,Entertainment,1663,daily,want,1.25,want,1
Doctor Visit,Medical,416,daily,need,0.63,need,1
New Sneakers,Utilities,446,one-time,need,2.97,need,1
Petrol,Shopping,2378,weekly,want,3.1,want,1
Emergency Meds,Lifestyle,552,weekly,want,0.79,want,1
Party Expenses,Travel,4532,one-time,want,1.15,want,1
Taxi Ride,Utilities,3518,one-time,need,1.41,need,1
Emergency Meds,Lifestyle,391,one-time,want,2.18,need,0
Coffee,Travel,9127,weekly,want,0.61,want,1
Online Course,Housing,13859,one-time,need,2.25,need,1
Hotel Stay,Utilities,1946,weekly,need,0.95,need,1
Petrol,Shopping,4743,weekly,want,3.39,need,0
Phone EMI,Housing,9060,daily,need,0.8,need,1
Party Expenses,Travel,13203,one-time,want,3.04,need,0
Gym Membership,Housing,8523,one-time,need,2.95,need,1
Concert Ticket,Housing,13987,monthly,need,1.46,want,0
Medicines,Entertainment,2196,one-time,want,1.98,want,1
Taxi Ride,Lifestyle,617,one-time,want,1.05,want,1
Water Bill,Travel,10101,monthly,want,0.94,need,0
Coffee,Lifestyle,2906,daily,want,3.33,want,1
Party Expenses,Shopping,1534,monthly,want,3.2,want,1
Health Insurance,Utilities,2796,weekly,need,2.12,need,1
Snacks,Food,1376,weekly,need,2.01,need,1
Water Bill,Food,375,daily,need,2.93,need,1
Phone EMI,Travel,1267,monthly,want,3.16,want,1
Dining Out,Food,807,monthly,need,0.9,need,1
Snacks,Travel,1416,daily,want,2.79,want,1
Groceries,Food,2451,weekly,need,2.6,need,1
Online Course,Medical,2001,weekly,need,2.77,want,0
New Sneakers,Food,729,one-time,need,3.23,need,1
Streaming Subscription,Utilities,1427,daily,need,1.7,want,0
Mobile Recharge,Utilities,3498,one-time,need,1.34,need,1
Snacks,Travel,12046,monthly,want,1.87,need,0
Travel Tickets,Housing,13019,monthly,need,3.0,need,1
Dining Out,Utilities,674,weekly,need,0.8,want,0
Groceries,Education,5903,daily,need,3.46,need,1
Phone EMI,Housing,12337,monthly,need,2.41,need,1
Rent,Shopping,888,daily,want,2.46,want,1
Dining Out,Utilities,2558,monthly,need,1.02,need,1
Mobile Recharge,Housing,10219,daily,need,0.53,need,1
Snacks,Utilities,1797,weekly,need,2.3,need,1
New Sneakers,Travel,7812,daily,want,1.42,want,1
Laptop EMI,Shopping,7989,monthly,want,3.24,need,0
New Sneakers,Education,5861,monthly,need,0.83,need,1
Petrol,Housing,8440,one-time,need,1.2,need,1
Insurance Premium,Utilities,3997,weekly,need,0.89,need,1
Water Bill,Utilities,1197,daily,need,1.97,need,1
Gift Purchase,Utilities,3167,monthly,need,0.76,need,1
Snacks,Entertainment,2528,daily,want,2.95,need,0
Rent,Housing,5318,weekly,need,2.7,want,0
New Sneakers,Shopping,3969,daily,want,0.75,want,1
Mobile Recharge,Medical,3478,monthly,need,1.48,want,0
Phone EMI,Housing,12805,one-time,need,2.45,need,1
Taxi Ride,Utilities,3707,one-time,need,3.43,need,1
Hotel Stay,Travel,6538,weekly,want,1.8,want,1
Groceries,Education,5796,weekly,need,1.5,need,1
Insurance Premium,Travel,2672,monthly,want,1.88,want,1
Emergency Meds,Housing,5299,one-time,need,0.99,want,0
Doctor Visit,Medical,2162,one-time,need,2.48,need,1
Medicines,Shopping,2835,weekly,want,2.06,want,1
Snacks,Entertainment,2148,monthly,want,2.74,want,1
Gift Purchase,Entertainment,1875,monthly,want,2.76,need,0
Gadgets,Lifestyle,264,weekly,want,3.14,need,0
Concert Ticket,Travel,3121,monthly,want,2.22,want,1
Travel Tickets,Medical,4097,one-time,need,2.14,need,1
Health Insurance,Travel,586,weekly,want,2.25,want,1
Fast Food,Housing,16050,monthly,need,3.05,need,1
Dining Out,Utilities,2089,monthly,need,0.77,need,1
Fast Food,Lifestyle,927,weekly,want,3.46,want,1
Laptop EMI,Travel,5545,monthly,want,1.4,need,0
Petrol,Lifestyle,2638,daily,want,1.04,need,0
Water Bill,Food,346,daily,need,2.77,need,1
Hotel Stay,Entertainment,1421,weekly,want,1.05,need,0
School Fees,Utilities,875,one-time,need,2.79,want,0
Medicines,Shopping,6770,daily,want,2.75,want,1
Streaming Subscription,Medical,814,daily,need,3.09,need,1
Snacks,Lifestyle,2427,monthly,want,2.52,want,1
Medicines,Travel,14355,monthly,want,2.76,need,0
School Fees,Utilities,3437,monthly,need,2.81,need,1
Phone EMI,Shopping,4421,daily,want,2.45,want,1
Hotel Stay,Housing,16229,one-time,need,2.24,want,0
School Fees,Shopping,5868,one-time,want,2.06,want,1
Dining Out,Housing,12417,one-time,need,1.39,need,1
Insurance Premium,Entertainment,2320,one-time,want,2.04,want,1
Medicines,Lifestyle,1452,one-time,want,1.02,want,1
Taxi Ride,Lifestyle,1756,one-time,want,1.36,want,1
Internet Plan,Lifestyle,2850,monthly,want,2.39,want,1
Medicines,Lifestyle,2643,weekly,want,1.31,need,0
Hotel Stay,Housing,5265,one-time,need,3.16,need,1
Party Expenses,Travel,8034,one-time,want,2.44,want,1
Movie Night,Lifestyle,1950,one-time,want,2.67,want,1
Insurance Premium,Lifestyle,1425,daily,want,2.67,want,1
Gym Membership,Housing,6740,one-time,need,3.2,want,0
Laptop EMI,Food,1370,weekly,need,0.97,need,1
Streaming Subscription,Medical,211,daily,need,1.31,need,1
Health Insurance,Medical,3476,weekly,need,1.7,need,1
Hotel Stay,Shopping,7949,daily,want,1.79,want,1
Doctor Visit,Lifestyle,719,daily,want,2.15,want,1
Hotel Stay,Travel,13866,one-time,want,1.07,want,1
Bus Pass,Housing,13148,daily,need,1.67,need,1
Hotel Stay,Food,2336,daily,need,0.88,need,1
Gift Purchase,Entertainment,224,monthly,want,0.93,want,1
Streaming Subscription,Shopping,6800,one-time,want,2.86,need,0
Groceries,Entertainment,2344,weekly,want,1.29,want,1
Mobile Recharge,Lifestyle,2895,monthly,want,0.99,need,0
New Sneakers,Entertainment,1482,monthly,want,2.79,want,1
Laptop EMI,Shopping,4466,monthly,want,2.12,want,1
Health Insurance,Travel,1801,daily,want,3.33,want,1
Gadgets,Utilities,3283,monthly,need,3.13,need,1
Taxi Ride,Housing,6079,weekly,need,1.58,need,1
Gym Membership,Medical,3294,one-time,need,2.18,need,1
Health Insurance,Medical,3056,daily,need,2.73,need,1
Emergency Meds,Entertainment,2491,monthly,want,0.59,want,1
Groceries,Housing,8459,weekly,need,1.94,need,1
Phone EMI,Food,469,one-time,need,1.55,need,1
School Fees,Travel,13444,monthly,want,2.94,want,1
Doctor Visit,Lifestyle,1506,one-time,want,1.38,want,1
New Sneakers,Shopping,3936,daily,want,2.24,want,1
Party Expenses,Education,17773,weekly,need,3.3,want,0
Concert Ticket,Education,504,daily,need,1.34,need,1
Water Bill,Lifestyle,420,monthly,want,3.1,want,1
Gadgets,Utilities,383,daily,need,0.84,need,1
Concert Ticket,Shopping,7389,monthly,want,1.48,need,0
Gym Membership,Medical,2407,one-time,need,1.0,need,1
Water Bill,Travel,14630,one-time,want,2.76,want,1
Fast Food,Lifestyle,929,one-time,want,3.01,want,1
Dining Out,Entertainment,489,monthly,want,2.28,want,1
Health Insurance,Lifestyle,1693,one-time,want,1.95,want,1
Movie Night,Travel,10852,one-time,want,1.81,want,1
Hotel Stay,Food,1718,monthly,need,1.4,need,1
Dining Out,Lifestyle,1316,monthly,want,1.38,want,1
Petrol,Utilities,2689,daily,need,1.57,need,1
Movie Night,Education,15723,one-time,need,3.38,need,1
Emergency Meds,Lifestyle,2325,weekly,want,3.37,want,1
Party Expenses,Food,1573,one-time,need,3.12,need,1
Gym Membership,Travel,8633,one-time,want,1.59,want,1
Gadgets,Housing,6231,one-time,need,3.32,need,1
Mobile Recharge,Utilities,3337,weekly,need,1.37,need,1
New Sneakers,Education,11787,one-time,need,1.61,need,1
Online Course,Lifestyle,1965,monthly,want,2.64,want,1
Insurance Premium,Housing,10299,daily,need,1.61,need,1
Coffee,Utilities,2657,daily,need,1.26,need,1
Insurance Premium,Travel,13382,monthly,want,1.51,want,1
Online Course,Shopping,6245,monthly,want,3.07,want,1
Mobile Recharge,Medical,4383,monthly,need,2.23,need,1
Taxi Ride,Shopping,3896,weekly,want,2.79,want,1
Emergency Meds,Medical,4050,daily,need,1.09,need,1
Clothes Shopping,Education,7224,monthly,need,3.34,need,1
Mobile Recharge,Lifestyle,1482,monthly,want,3.28,want,1
Water Bill,Housing,7503,one-time,need,2.33,need,1
Internet Plan,Shopping,7559,daily,want,3.08,want,1
New Sneakers,Utilities,3611,weekly,need,1.37,need,1
Medicines,Medical,4463,weekly,need,3.43,want,0
New Sneakers,Entertainment,307,monthly,want,3.35,want,1
Mobile Recharge,Education,7598,monthly,need,1.49,want,0
Medicines,Housing,11479,monthly,need,1.44,want,0
Salon Visit,Medical,3628,daily,need,0.88,need,1
Medicines,Utilities,3611,one-time,need,1.59,need,1
Movie Night,Entertainment,1429,one-time,want,2.68,want,1
Snacks,Medical,4271,weekly,need,2.47,need,1
Streaming Subscription,Food,173,weekly,need,2.39,need,1
Bus Pass,Lifestyle,2482,daily,want,0.67,need,0
Online Course,Entertainment,1402,one-time,want,3.1,want,1
Doctor Visit,Shopping,6209,monthly,want,1.84,want,1
Online Course,Shopping,7408,one-time,want,2.17,need,0
Emergency Meds,Lifestyle,1599,monthly,want,0.98,want,1
Mobile Recharge,Housing,8553,monthly,need,2.09,want,0
Concert Ticket,Housing,16263,one-time,need,2.26,need,1
Clothes Shopping,Lifestyle,569,one-time,want,1.28,need,0
Taxi Ride,Housing,6404,weekly,need,3.27,need,1
Bus Pass,Utilities,2276,daily,need,0.58,want,0
Laptop EMI,Travel,6193,daily,want,0.68,want,1
Mobile Recharge,Food,1547,daily,need,0.62,need,1
Online Course,Lifestyle,1959,daily,want,1.26,want,1
Party Expenses,Shopping,4051,daily,want,2.5,want,1
Emergency Meds,Housing,10478,daily,need,1.12,need,1
Gadgets,Food,1130,monthly,need,0.6,want,0
Gift Purchase,Entertainment,1944,one-time,want,2.78,want,1
Gym Membership,Travel,9780,weekly,want,3.38,need,0
Concert Ticket,Entertainment,2969,one-time,want,2.66,want,1
Taxi Ride,Entertainment,687,monthly,want,1.59,want,1
Movie Night,Travel,6936,weekly,want,1.95,want,1
Mobile Recharge,Utilities,3670,daily,need,2.61,need,1
Streaming Subscription,Lifestyle,863,one-time,want,0.81,want,1
Snacks,Education,19187,monthly,need,3.29,need,1
Electricity Bill,Entertainment,2159,one-time,want,2.31,need,0
School Fees,Medical,4780,one-time,need,0.67,need,1
Travel Tickets,Travel,8680,monthly,want,2.67,want,1
New Sneakers,Medical,2071,monthly,need,1.98,need,1
Insurance Premium,Lifestyle,2997,one-time,want,1.06,want,1
Dining Out,Medical,1229,weekly,need,0.68,need,1
Insurance Premium,Utilities,3413,monthly,need,3.04,need,1
Streaming Subscription,Shopping,3153,daily,want,1.97,want,1
Hotel Stay,Food,1094,one-time,need,1.04,want,0
Emergency Meds,Education,13760,monthly,need,2.98,need,1
New Sneakers,Utilities,3035,one-time,need,3.21,need,1
Snacks,Travel,3001,weekly,want,1.17,need,0
Party Expenses,Food,1068,one-time,need,1.91,need,1
Travel Tickets,Utilities,3693,monthly,need,2.03,need,1
Online Course,Education,3381,daily,need,0.58,need,1
Dining Out,Travel,9555,daily,want,1.88,want,1
Laptop EMI,Education,1903,one-time,need,1.52,need,1
Salon Visit,Housing,6568,weekly,need,3.13,need,1
Health Insurance,Utilities,801,weekly,need,1.17,want,0
Clothes Shopping,Education,16638,one-time,need,1.69,need,1
Concert Ticket,Lifestyle,2106,one-time,want,1.29,want,1
Health Insurance,Lifestyle,306,weekly,want,1.12,want,1
Party Expenses,Utilities,2369,daily,need,3.03,need,1
Rent,Housing,18500,monthly,need,0.94,need,1
Hotel Stay,Shopping,482,monthly,want,3.13,want,1
Movie Night,Entertainment,2567,weekly,want,2.93,want,1
Insurance Premium,Travel,10950,daily,want,1.67,want,1
Mobile Recharge,Medical,1153,one-time,need,1.95,want,0
Snacks,Medical,884,one-time,need,1.69,want,0
Doctor Visit,Food,1564,monthly,need,2.02,want,0
Online Course,Housing,6732,daily,need,2.12,want,0
Taxi Ride,Entertainment,586,monthly,want,1.86,need,0
Water Bill,Utilities,1616,one-time,need,0.97,want,0
Health Insurance,Education,18266,daily,need,3.24,need,1
Salon Visit,Medical,2188,one-time,need,1.35,need,1
School Fees,Education,3719,one-time,need,2.74,need,1
Hotel Stay,Entertainment,1455,monthly,want,3.2,want,1
Party Expenses,Food,985,monthly,need,0.74,need,1
Rent,Lifestyle,796,one-time,want,2.19,want,1
Party Expenses,Lifestyle,1744,monthly,want,2.81,need,0
Online Course,Shopping,2457,weekly,want,2.87,want,1
School Fees,Medical,2989,monthly,need,1.66,need,1
Snacks,Housing,18799,one-time,need,1.08,want,0
School Fees,Food,1007,monthly,need,2.39,need,1
Snacks,Housing,5640,monthly,need,2.68,need,1
Hotel Stay,Food,169,monthly,need,2.34,want,0
Coffee,Lifestyle,812,monthly,want,0.64,want,1
Dining Out,Travel,1407,monthly,want,1.2,need,0
Medicines,Education,8172,one-time,need,2.99,need,1
Travel Tickets,Utilities,2436,daily,need,2.83,want,0
Movie Night,Food,1216,monthly,need,2.3,need,1
Doctor Visit,Entertainment,1860,monthly,want,0.77,want,1
Gym Membership,Education,12921,one-time,need,1.72,need,1
Taxi Ride,Education,9132,one-time,need,2.33,need,1
Dining Out,Medical,451,one-time,need,3.08,want,0
Concert Ticket,Entertainment,1599,one-time,want,0.91,want,1
Online Course,Education,3795,one-time,need,1.93,need,1
