id,asset,risk_score,emotion_bias,investment_amount,market_event
1862,Bonds,42,FOMO,15528,Crash
1863,Crypto,51,Panic,238191,Correction
1864,Gold,74,Loss Aversion,187844,Bull Run
1865,Gold,46,Panic,121645,Volatile
1866,Crypto,15,Confirmation,397384,Bull Run
1867,Bonds,25,Herd,322824,Crash
1868,Stocks,65,Calm,330749,Correction
1869,Crypto,24,Panic,92998,Correction
1870,Real Estate,49,Confirmation,317802,Correction
1871,Stocks,97,Loss Aversion,451078,Bull Run
1872,Commodities,36,Herd,325322,Correction
1873,Bonds,76,Panic,441296,Sideways
1874,Bonds,52,Herd,68151,Correction
1875,Commodities,33,Panic,6016,Correction
1876,Commodities,64,Herd,363223,Bull Run
1877,Real Estate,98,FOMO,473717,Correction
1878,Gold,30,Loss Aversion,206005,Volatile
1879,Gold,26,Loss Aversion,373896,Crash
1880,Bonds,50,Calm,430951,Volatile
1881,Crypto,44,Loss Aversion,289854,Correction
1882,Commodities,57,Confirmation,470675,Crash
1883,Real Estate,41,Panic,318825,Volatile
1884,Real Estate,9,FOMO,136052,Volatile
1885,Bonds,92,FOMO,28259,Volatile
1886,Crypto,53,Herd,354095,Bull Run
1887,Commodities,96,Herd,150221,Correction
1888,Commodities,28,Loss Aversion,163154,Volatile
1889,Stocks,64,Loss Aversion,13298,Crash
1890,Real Estate,16,Panic,409904,Sideways
1891,Real Estate,47,FOMO,329480,Crash
1892,Crypto,87,FOMO,497940,Bull Run
1893,Crypto,95,Confirmation,223834,Crash
1894,Commodities,20,Calm,320653,Bull Run
1895,Crypto,89,Calm,246391,Bull Run
1896,Gold,28,Loss Aversion,16705,Crash
1897,Crypto,23,Herd,68591,Correction
1898,Real Estate,82,Loss Aversion,74062,Correction
1899,Real Estate,9,Herd,363483,Volatile
1900,Commodities,94,Panic,382487,Bull Run
1901,Commodities,56,Calm,80831,Crash
1902,Real Estate,10,Herd,253074,Crash
1903,Real Estate,77,Panic,246927,Crash
1904,Stocks,32,Confirmation,481601,Correction
1905,Commodities,99,FOMO,28222,Crash
1906,Real Estate,82,FOMO,112580,Crash
1907,Gold,49,Loss Aversion,496107,Volatile
1908,Bonds,43,FOMO,397180,Correction
1909,Bonds,42,Panic,388511,Sideways
1910,Real Estate,79,Herd,468081,Volatile
1911,Commodities,61,Panic,287114,Sideways
1912,Bonds,38,Confirmation,377549,Correction
1913,Crypto,20,Calm,261883,Bull Run
1914,Commodities,89,FOMO,297417,Sideways
1915,Crypto,10,Calm,253896,Bull Run
1916,Stocks,46,Loss Aversion,435376,Sideways
1917,Commodities,46,Loss Aversion,151000,Volatile
1918,Crypto,48,Herd,427040,Correction
1919,Commodities,87,Confirmation,157432,Bull Run
1920,Gold,61,FOMO,112513,Volatile
1921,Bonds,89,Calm,210979,Bull Run
1922,Commodities,11,Confirmation,472397,Crash
1923,Stocks,44,Confirmation,58033,Crash
1924,Crypto,60,Confirmation,83516,Crash
1925,Crypto,53,FOMO,267745,Sideways
1926,Bonds,78,Herd,437783,Bull Run
1927,Real Estate,65,Confirmation,155568,Sideways
1928,Real Estate,24,Confirmation,475444,Sideways
1929,Commodities,56,Panic,72565,Correction
1930,Crypto,8,Herd,185659,Bull Run
1931,Real Estate,98,Calm,160540,Crash
1932,Gold,41,Panic,289182,Bull Run
1933,Real Estate,70,Panic,472255,Sideways
1934,Stocks,13,Calm,163158,Bull Run
1935,Bonds,18,Herd,271034,Correction
1936,Bonds,44,Confirmation,223645,Volatile
1937,Commodities,27,Loss Aversion,364767,Correction
1938,Stocks,86,Confirmation,234020,Bull Run
1939,Real Estate,33,Panic,429423,Sideways
1940,Stocks,91,Herd,369468,Volatile
1941,Stocks,24,FOMO,455016,Correction
1942,Gold,87,FOMO,189383,Volatile
1943,Commodities,61,Herd,322051,Bull Run
1944,Bonds,28,Calm,188874,Crash
1945,Commodities,90,Panic,267971,Sideways
1946,Gold,49,Herd,94814,Volatile
1947,Stocks,39,Loss Aversion,398795,Volatile
1948,Stocks,96,Calm,16940,Volatile
1949,Bonds,44,Calm,381537,Correction
1950,Bonds,36,Panic,183027,Crash
1951,Bonds,88,Confirmation,199409,Correction
1952,Real Estate,8,Confirmation,265993,Volatile
1953,Crypto,38,Panic,180536,Correction
1954,Real Estate,100,Calm,187880,Crash
1955,Commodities,69,Panic,457073,Volatile
1956,Stocks,84,Loss Aversion,195884,Bull Run
1957,Stocks,27,FOMO,284203,Correction
1958,Commodities,90,FOMO,209297,Sideways
1959,Stocks,42,Panic,478481,Correction
1960,Bonds,22,Loss Aversion,456403,Crash
1961,Real Estate,78,Loss Aversion,175788,Crash
1962,Real Estate,49,Confirmation,32881,Volatile
1963,Crypto,29,Calm,84555,Bull Run
1964,Bonds,74,FOMO,30267,Correction
1965,Crypto,51,FOMO,251101,Bull Run
1966,Bonds,99,Herd,134296,Sideways
1967,Crypto,57,Calm,322031,Volatile
1968,Real Estate,2,Panic,65922,Bull Run
1969,Commodities,33,Herd,23223,Crash
1970,Real Estate,47,Calm,276351,Volatile
1971,Stocks,6,Herd,364239,Bull Run
1972,Real Estate,81,FOMO,263060,Volatile
1973,Stocks,2,FOMO,136972,Crash
1974,Crypto,88,Loss Aversion,173952,Bull Run
1975,Real Estate,56,Confirmation,385330,Sideways
1976,Real Estate,73,Confirmation,283409,Crash
1977,Bonds,10,Loss Aversion,220221,Crash
1978,Gold,62,Loss Aversion,361087,Sideways
1979,Gold,32,Herd,279803,Crash
1980,Commodities,74,Herd,253435,Bull Run
1981,Stocks,25,Calm,72928,Volatile
1982,Crypto,100,Panic,5378,Crash
1983,Gold,59,Loss Aversion,493750,Sideways
1984,Bonds,38,Confirmation,202886,Correction
1985,Gold,5,Loss Aversion,364510,Correction
1986,Gold,33,FOMO,279832,Correction
1987,Bonds,31,Panic,342749,Sideways
1988,Crypto,68,Panic,106977,Correction
1989,Commodities,19,Herd,373535,Crash
1990,Real Estate,72,FOMO,68533,Sideways
1991,Gold,48,Panic,223530,Bull Run
1992,Bonds,36,Herd,284167,Crash
1993,Crypto,41,Herd,150130,Bull Run
1994,Real Estate,37,Confirmation,201689,Bull Run
1995,Commodities,71,FOMO,443805,Bull Run
1996,Commodities,89,Loss Aversion,19361,Crash
1997,Commodities,46,Confirmation,27158,Sideways
1998,Bonds,45,FOMO,114263,Volatile
1999,Bonds,71,Panic,387169,Bull Run
2000,Stocks,5,Confirmation,110237,Bull Run
2001,Crypto,44,Calm,362303,Sideways
2002,Real Estate,2,Calm,61641,Crash
2003,Stocks,21,Panic,211759,Correction
2004,Stocks,93,FOMO,402618,Crash
2005,Commodities,84,Confirmation,169452,Sideways
2006,Crypto,46,FOMO,16472,Correction
2007,Commodities,49,Loss Aversion,43530,Volatile
2008,Gold,76,Panic,313900,Sideways
2009,Gold,5,Confirmation,360742,Correction
2010,Real Estate,82,Calm,499218,Sideways
2011,Real Estate,61,Confirmation,132247,Volatile
2012,Bonds,68,Confirmation,293327,Crash
2013,Stocks,25,Loss Aversion,326911,Bull Run
2014,Crypto,48,Confirmation,351670,Bull Run
2015,Stocks,3,Loss Aversion,25661,Volatile
2016,Gold,49,Confirmation,204007,Correction
2017,Bonds,30,Confirmation,93817,Sideways
2018,Stocks,97,Confirmation,385792,Correction
2019,Real Estate,40,Herd,39847,Volatile
2020,Gold,59,Calm,34803,Sideways
2021,Bonds,74,Calm,300508,Volatile
2022,Crypto,73,Calm,135758,Correction
2023,Gold,54,Loss Aversion,88074,Sideways
2024,Crypto,64,Loss Aversion,260543,Sideways
2025,Stocks,78,Confirmation,140577,Crash
2026,Gold,64,Calm,60740,Crash
2027,Bonds,96,Loss Aversion,171042,Bull Run
2028,Stocks,10,Loss Aversion,321698,Sideways
2029,Gold,46,FOMO,146402,Crash
2030,Stocks,56,Panic,309514,Bull Run
2031,Crypto,14,FOMO,83700,Sideways
2032,Real Estate,52,Calm,294738,Sideways
2033,Real Estate,39,Loss Aversion,387514,Sideways
2034,Gold,90,Loss Aversion,34067,Crash
2035,Stocks,74,Loss Aversion,52166,Bull Run
2036,Crypto,92,Herd,75170,Crash
2037,Real Estate,62,Confirmation,298901,Crash
2038,Crypto,20,Calm,13464,Volatile
2039,Gold,74,Loss Aversion,393261,Bull Run
2040,Bonds,40,Loss Aversion,390058,Correction
2041,Bonds,44,Panic,425232,Crash
2042,Crypto,29,FOMO,13764,Sideways
2043,Crypto,25,Confirmation,286922,Bull Run
2044,Crypto,85,Calm,494408,Correction
2045,Real Estate,95,Panic,364319,Correction
2046,Crypto,37,Herd,31155,Correction
2047,Real Estate,49,Confirmation,496083,Correction
2048,Commodities,18,Panic,196834,Correction
2049,Commodities,28,Panic,446449,Volatile
2050,Crypto,98,Panic,173801,Correction
2051,Commodities,47,Herd,257765,Bull Run
2052,Commodities,86,Loss Aversion,495122,Correction
2053,Commodities,32,Herd,296143,Volatile
2054,Bonds,19,Calm,142445,Bull Run
2055,Commodities,93,Confirmation,390892,Sideways
2056,Gold,52,Panic,272299,Sideways
2057,Bonds,19,Confirmation,334221,Volatile
2058,Crypto,87,Panic,80101,Correction
2059,Gold,62,Confirmation,33536,Bull Run
2060,Bonds,61,FOMO,290104,Correction
2061,Commodities,8,Panic,9967,Sideways
2062,Real Estate,52,Confirmation,486733,Volatile
2063,Crypto,40,FOMO,158330,Correction
2064,Crypto,42,Loss Aversion,107238,Sideways
2065,Commodities,80,Loss Aversion,313588,Volatile
2066,Stocks,85,Calm,323052,Sideways
2067,Commodities,33,Calm,307081,Crash
2068,Bonds,76,Confirmation,46937,Volatile
2069,Real Estate,10,FOMO,56922,Sideways
2070,Real Estate,53,FOMO,244780,Sideways
2071,Real Estate,17,Herd,183077,Sideways
2072,Bonds,2,Herd,210090,Sideways
2073,Stocks,85,Herd,387158,Bull Run
2074,Bonds,15,Loss Aversion,58634,Crash
2075,Crypto,57,Loss Aversion,432550,Crash
2076,Bonds,87,Confirmation,457781,Bull Run
2077,Bonds,98,Confirmation,197502,Correction
2078,Stocks,42,Loss Aversion,491648,Bull Run
2079,Bonds,78,Herd,22143,Sideways
2080,Crypto,70,Loss Aversion,296798,Bull Run
2081,Commodities,41,Confirmation,98775,Volatile
2082,Commodities,45,Loss Aversion,69472,Bull Run
2083,Stocks,31,Confirmation,184473,Sideways
2084,Stocks,86,Panic,489992,Bull Run
2085,Real Estate,79,Panic,295638,Correction
2086,Stocks,78,Loss Aversion,197858,Bull Run
2087,Gold,80,Confirmation,394033,Volatile
2088,Bonds,6,Loss Aversion,394912,Volatile
2089,Real Estate,7,Herd,393751,Sideways
2090,Crypto,52,Confirmation,384003,Volatile
2091,Stocks,93,FOMO,62726,Crash
2092,Commodities,71,Panic,489330,Sideways
2093,Bonds,3,Confirmation,179062,Sideways
2094,Crypto,57,Calm,35200,Correction
2095,Gold,13,Confirmation,372282,Correction
2096,Gold,75,Panic,317718,Bull Run
2097,Crypto,65,Panic,169954,Crash
2098,Stocks,70,Loss Aversion,244285,Correction
2099,Stocks,60,Calm,295989,Correction
2100,Stocks,81,Calm,362207,Sideways
2101,Crypto,26,FOMO,259084,Bull Run
2102,Gold,69,Confirmation,144814,Volatile
2103,Commodities,61,FOMO,379778,Bull Run
2104,Real Estate,13,FOMO,35383,Crash
2105,Real Estate,84,Calm,469124,Correction
2106,Stocks,65,Panic,301404,Bull Run
2107,Real Estate,90,Herd,385281,Bull Run
2108,Gold,2,Confirmation,69893,Volatile
2109,Bonds,31,Panic,119276,Sideways
2110,Commodities,73,FOMO,288368,Volatile
2111,Stocks,39,Loss Aversion,26362,Crash
2112,Gold,31,Panic,352618,Sideways
2113,Real Estate,34,Panic,374979,Crash
2114,Real Estate,48,Calm,53834,Crash
2115,Commodities,71,Confirmation,233262,Correction
2116,Stocks,85,Panic,141822,Sideways
2117,Commodities,73,Herd,168510,Volatile
2118,Real Estate,48,Calm,196346,Crash
2119,Stocks,13,FOMO,154295,Crash
2120,Stocks,92,Panic,278588,Sideways
2121,Gold,7,Herd,336750,Bull Run
2122,Real Estate,84,Loss Aversion,237784,Crash
2123,Stocks,93,Panic,113353,Bull Run
2124,Crypto,39,Herd,232810,Volatile
2125,Real Estate,49,Loss Aversion,170964,Sideways
2126,Stocks,12,Confirmation,309191,Crash
2127,Real Estate,46,Confirmation,281335,Bull Run
2128,Crypto,82,Herd,483600,Correction
2129,Gold,90,Calm,10893,Crash
2130,Real Estate,59,Herd,98100,Sideways
2131,Bonds,48,Calm,36324,Volatile
2132,Real Estate,4,Panic,235436,Volatile
2133,Real Estate,98,Loss Aversion,364223,Volatile
2134,Commodities,99,Confirmation,363238,Volatile
2135,Real Estate,43,Loss Aversion,83528,Volatile
2136,Real Estate,64,Calm,37659,Bull Run
2137,Bonds,67,Loss Aversion,318209,Crash
2138,Gold,57,Calm,444103,Bull Run
2139,Crypto,23,Loss Aversion,306676,Crash
2140,Real Estate,65,Loss Aversion,106446,Correction
2141,Bonds,59,Calm,193309,Bull Run
2142,Commodities,44,Panic,173525,Sideways
2143,Real Estate,46,FOMO,282449,Crash
2144,Gold,95,Confirmation,398952,Correction
2145,Crypto,92,Calm,256175,Correction
2146,Commodities,1,FOMO,420541,Crash
2147,Real Estate,2,Herd,384334,Sideways
2148,Bonds,21,Confirmation,361573,Correction
2149,Stocks,66,FOMO,414156,Correction
2150,Crypto,21,FOMO,305660,Sideways
2151,Real Estate,69,Calm,341423,Sideways
2152,Real Estate,54,Panic,194929,Bull Run
2153,Bonds,100,Calm,271376,Correction
2154,Real Estate,25,Panic,201118,Volatile
2155,Gold,40,Herd,115084,Sideways
2156,Stocks,66,Herd,247472,Bull Run
2157,Bonds,44,Calm,6028,Correction
2158,Commodities,40,FOMO,364798,Bull Run
2159,Commodities,6,Confirmation,324726,Bull Run
2160,Bonds,77,FOMO,334121,Crash
2161,Real Estate,63,Herd,214164,Volatile
2162,Gold,51,Panic,285108,Correction
2163,Commodities,10,Confirmation,253999,Correction
2164,Crypto,79,Calm,119525,Bull Run
2165,Stocks,74,Confirmation,21628,Correction
2166,Gold,82,Calm,106762,Crash
2167,Crypto,61,FOMO,198282,Crash
2168,Real Estate,87,Panic,14014,Crash
2169,Real Estate,43,Herd,321778,Volatile
2170,Real Estate,66,Panic,254593,Bull Run
2171,Bonds,80,Herd,257547,Volatile
2172,Bonds,4,FOMO,429881,Crash
2173,Real Estate,96,Panic,160480,Crash
2174,Crypto,52,Panic,141685,Volatile
2175,Real Estate,4,Calm,489425,Sideways
2176,Commodities,33,Confirmation,309427,Correction
2177,Bonds,85,FOMO,53851,Bull Run
2178,Gold,91,Calm,129264,Crash
2179,Stocks,18,Loss Aversion,421416,Volatile
2180,Real Estate,80,Loss Aversion,467756,Sideways
2181,Commodities,7,Panic,422136,Bull Run
2182,Crypto,20,Herd,152385,Sideways
2183,Crypto,71,Herd,366204,Bull Run
2184,Gold,25,Calm,262490,Bull Run
2185,Stocks,8,Panic,200652,Bull Run
2186,Bonds,11,Confirmation,98855,Bull Run
2187,Crypto,77,Herd,140286,Sideways
2188,Crypto,56,Loss Aversion,472684,Volatile
2189,Gold,2,Panic,266532,Correction
2190,Gold,53,Confirmation,381995,Sideways
2191,Gold,100,Panic,260970,Volatile
2192,Real Estate,4,Herd,12661,Sideways
2193,Bonds,27,Herd,450846,Volatile
2194,Stocks,39,Confirmation,204942,Bull Run
2195,Bonds,29,Herd,479460,Volatile
2196,Bonds,67,Confirmation,137883,Bull Run
2197,Crypto,51,Calm,103179,Crash
2198,Real Estate,95,Calm,470105,Correction
2199,Crypto,86,Panic,117021,Correction
2200,Bonds,41,Loss Aversion,121436,Volatile
2201,Commodities,23,Confirmation,357719,Volatile
2202,Commodities,43,Loss Aversion,230806,Bull Run
2203,Stocks,93,Calm,37497,Correction
2204,Commodities,66,Herd,221358,Volatile
2205,Stocks,50,Calm,138609,Correction
2206,Crypto,62,Calm,61775,Bull Run
2207,Gold,87,Calm,486705,Crash
2208,Crypto,39,Panic,65063,Crash
2209,Stocks,39,Loss Aversion,350520,Sideways
2210,Gold,7,FOMO,477257,Correction
2211,Gold,82,Herd,353975,Crash
2212,Commodities,79,Confirmation,21245,Sideways
2213,Real Estate,76,Herd,27358,Correction
2214,Bonds,66,Confirmation,490807,Crash
2215,Stocks,5,Loss Aversion,37350,Crash
2216,Bonds,61,Herd,190551,Correction
2217,Stocks,88,Panic,171090,Volatile
2218,Bonds,66,Herd,123003,Bull Run
2219,Stocks,12,Calm,339230,Volatile
2220,Stocks,3,FOMO,225121,Sideways
2221,Bonds,75,FOMO,136322,Correction
2222,Bonds,48,Panic,295054,Correction
2223,Crypto,87,Panic,465996,Crash
2224,Bonds,21,Panic,323473,Sideways
2225,Crypto,45,Panic,254491,Crash
2226,Real Estate,74,Loss Aversion,220182,Volatile
2227,Real Estate,37,Panic,54159,Sideways
2228,Stocks,38,FOMO,119346,Bull Run
2229,Real Estate,18,Confirmation,339295,Crash
2230,Gold,35,Loss Aversion,79616,Crash
2231,Stocks,25,Panic,121541,Bull Run
2232,Crypto,1,Panic,371606,Crash
2233,Crypto,20,Panic,349546,Correction
2234,Stocks,49,Loss Aversion,289924,Crash
2235,Bonds,99,Confirmation,391493,Volatile
2236,Bonds,52,FOMO,480968,Sideways
2237,Real Estate,62,FOMO,208016,Volatile
2238,Gold,79,Confirmation,302069,Crash
2239,Gold,36,Panic,133337,Sideways
2240,Stocks,30,Herd,384322,Sideways
2241,Commodities,92,Confirmation,419942,Crash
2242,Gold,52,Loss Aversion,102588,Crash
2243,Real Estate,81,Herd,462443,Correction
2244,Commodities,81,FOMO,7848,Volatile
2245,Commodities,99,Panic,332761,Crash
2246,Stocks,9,FOMO,472216,Volatile
2247,Bonds,51,Loss Aversion,364566,Bull Run
2248,Crypto,6,Herd,280538,Bull Run
2249,Real Estate,72,Herd,34614,Sideways
2250,Crypto,47,Herd,209040,Crash
2251,Gold,4,Loss Aversion,163407,Crash
2252,Stocks,37,Loss Aversion,197181,Correction
2253,Real Estate,47,Herd,77181,Correction
2254,Bonds,69,Herd,194261,Crash
2255,Gold,59,Loss Aversion,375088,Volatile
2256,Bonds,30,Loss Aversion,179296,Volatile
2257,Crypto,1,Loss Aversion,227215,Volatile
2258,Stocks,79,FOMO,34431,Volatile
2259,Real Estate,42,Panic,82831,Crash
2260,Gold,88,Panic,322707,Bull Run
2261,Stocks,44,Loss Aversion,93395,Bull Run
2262,Stocks,69,Loss Aversion,42211,Crash
2263,Crypto,93,Confirmation,256622,Correction
2264,Stocks,91,Herd,384038,Crash
2265,Real Estate,22,Herd,142315,Volatile
2266,Crypto,43,Herd,470864,Crash
2267,Gold,63,Loss Aversion,77874,Bull Run
2268,Real Estate,7,Panic,468680,Sideways
2269,Gold,76,FOMO,192877,Bull Run
2270,Gold,88,FOMO,176065,Volatile
2271,Real Estate,29,Loss Aversion,75453,Correction
2272,Stocks,16,Confirmation,30375,Sideways
2273,Commodities,40,Herd,156279,Sideways
2274,Stocks,87,Loss Aversion,432510,Correction
2275,Stocks,19,FOMO,52069,Sideways
2276,Gold,58,Panic,359811,Bull Run
2277,Gold,66,Confirmation,65661,Crash
2278,Stocks,57,Loss Aversion,181246,Volatile
2279,Real Estate,59,Loss Aversion,499243,Correction
2280,Commodities,47,Calm,233362,Sideways
2281,Gold,41,Confirmation,5351,Bull Run
2282,Real Estate,43,Panic,398705,Volatile
2283,Real Estate,86,Panic,483444,Volatile
2284,Crypto,26,Calm,175136,Crash
2285,Crypto,9,FOMO,312540,Sideways
2286,Gold,75,Confirmation,180778,Volatile
2287,Real Estate,20,Panic,97202,Sideways
2288,Commodities,75,Panic,60615,Sideways
2289,Crypto,54,Panic,458681,Sideways
2290,Commodities,89,Herd,442160,Crash
2291,Crypto,23,Herd,395063,Correction
2292,Stocks,74,Loss Aversion,222323,Bull Run
2293,Stocks,76,Calm,312500,Bull Run
2294,Crypto,67,Panic,74645,Sideways
2295,Crypto,6,Confirmation,162455,Volatile
2296,Bonds,63,Panic,131489,Volatile
2297,Gold,64,Calm,288633,Crash
2298,Real Estate,31,Calm,115268,Sideways
2299,Bonds,72,Calm,134881,Correction
2300,Stocks,66,Loss Aversion,292536,Volatile
2301,Commodities,40,Confirmation,327515,Sideways
2302,Crypto,41,FOMO,405317,Correction
2303,Real Estate,12,Panic,282062,Bull Run
2304,Commodities,10,FOMO,469750,Crash
2305,Real Estate,26,Confirmation,436149,Bull Run
2306,Bonds,62,Loss Aversion,305919,Crash
2307,Crypto,51,FOMO,192920,Correction
2308,Gold,77,Panic,281598,Bull Run
2309,Commodities,96,Panic,27759,Sideways
2310,Commodities,34,Calm,470548,Volatile
2311,Stocks,76,Calm,54662,Correction
2312,Real Estate,72,FOMO,52090,Sideways
2313,Stocks,46,Herd,135432,Correction
2314,Crypto,47,Loss Aversion,220613,Volatile
2315,Gold,60,Calm,156911,Crash
2316,Real Estate,14,Herd,296284,Bull Run
2317,Crypto,3,Confirmation,352178,Correction
2318,Crypto,85,Calm,392672,Bull Run
2319,Crypto,17,Calm,334579,Sideways
2320,Bonds,90,Panic,38186,Crash
2321,Bonds,73,Loss Aversion,421642,Bull Run
2322,Commodities,30,Herd,424800,Bull Run
2323,Bonds,42,Confirmation,301495,Crash
2324,Gold,2,Herd,222337,Volatile
2325,Commodities,70,Panic,424274,Bull Run
2326,Crypto,85,Panic,220199,Crash
2327,Stocks,62,Herd,249503,Volatile
2328,Commodities,84,Herd,233062,Correction
2329,Crypto,4,Herd,140133,Volatile
2330,Real Estate,58,FOMO,44649,Volatile
2331,Real Estate,67,Herd,392861,Bull Run
2332,Commodities,34,Loss Aversion,333308,Correction
2333,Commodities,95,Herd,166985,Crash
2334,Crypto,95,Herd,339979,Sideways
2335,Stocks,78,FOMO,422191,Sideways
2336,Commodities,63,FOMO,110760,Correction
2337,Bonds,85,Calm,216751,Correction
2338,Stocks,41,Herd,287276,Sideways
2339,Stocks,76,Confirmation,202771,Sideways
2340,Real Estate,96,FOMO,294442,Correction
2341,Gold,57,Calm,120136,Sideways
2342,Crypto,28,FOMO,374372,Correction
2343,Crypto,53,Calm,110997,Sideways
2344,Real Estate,44,Confirmation,282321,Sideways
2345,Crypto,35,Panic,463327,Correction
2346,Stocks,26,Loss Aversion,401573,Correction
2347,Bonds,67,FOMO,88282,Bull Run
2348,Crypto,5,FOMO,23693,Crash
2349,Commodities,27,Panic,402747,Volatile
2350,Bonds,91,Confirmation,312339,Bull Run
2351,Real Estate,43,Loss Aversion,268611,Crash
2352,Real Estate,10,Panic,448996,Volatile
2353,Stocks,56,Confirmation,217417,Volatile
2354,Crypto,37,Calm,384791,Correction
2355,Crypto,48,Panic,431930,Bull Run
2356,Commodities,81,FOMO,84646,Bull Run
2357,Gold,92,Panic,389401,Crash
2358,Bonds,63,FOMO,270820,Crash
2359,Bonds,19,Panic,39263,Bull Run
2360,Crypto,91,Herd,262608,Volatile
2361,Commodities,73,Loss Aversion,138830,Bull Run
2362,Commodities,33,Herd,296345,Sideways
2363,Bonds,27,Panic,94287,Volatile
2364,Bonds,4,Calm,217446,Crash
2365,Stocks,22,FOMO,298945,Volatile
2366,Stocks,3,Calm,344659,Crash
2367,Real Estate,6,Herd,189923,Crash
2368,Crypto,74,Confirmation,28370,Correction
2369,Gold,66,Herd,491291,Volatile
2370,Real Estate,29,Confirmation,284663,Crash
2371,Commodities,83,Loss Aversion,364398,Volatile
2372,Commodities,76,Loss Aversion,182702,Crash
2373,Stocks,9,FOMO,416520,Sideways
2374,Bonds,76,Herd,219658,Bull Run
2375,Crypto,1,Panic,271186,Crash
2376,Real Estate,5,FOMO,111744,Bull Run
2377,Stocks,39,Loss Aversion,92712,Volatile
2378,Gold,21,Calm,52329,Crash
2379,Bonds,21,Panic,447609,Crash
2380,Real Estate,45,Loss Aversion,423145,Sideways
2381,Stocks,30,Herd,321564,Volatile
2382,Gold,1,Herd,93957,Volatile
2383,Commodities,62,Herd,363506,Correction
2384,Gold,48,FOMO,480600,Bull Run
2385,Crypto,35,Panic,73207,Crash
2386,Crypto,93,Calm,258503,Bull Run
