monthly_sip,lump_sum_initial,annual_rate_percent,years,future_value_sip,future_value_lump_sum,total_invested
2777,83072,17.29,5,265759.07,184414.22,249692
4080,0,17.1,15,3417006.78,0.0,734400
2766,46805,8.0,30,4152681.46,471425.8,1042565
3684,0,7.47,25,3234127.32,0.0,1105200
8825,0,15.26,30,65746690.93,0.0,3177000
8173,72102,17.26,30,97827541.48,8549514.91,3014382
1194,69806,13.43,30,5815178.19,3056326.14,499646
4034,0,9.07,30,7547508.55,0.0,1452240
9641,0,12.49,15,5096907.11,0.0,1735380
1659,80691,17.51,30,21109601.59,10209767.84,677931
8040,38493,5.09,25,4871611.12,133098.38,2450493
1562,181233,15.12,30,11258458.43,12377735.27,743553
7682,60576,8.35,10,1442743.57,135019.41,982416
7822,64479,13.5,30,38737854.34,2878188.08,2880399
8429,0,11.74,25,15262849.17,0.0,2528700
4003,163046,15.21,10,1130343.95,672033.26,643406
4227,0,11.66,25,7549217.06,0.0,1268100
7727,0,12.04,20,7764765.29,0.0,1854480
9979,27490,17.75,25,55365632.05,1634058.34,3021190
9100,0,17.78,30,123629645.99,0.0,3276000
5357,0,15.55,5,487981.62,0.0,321420
6341,189116,5.01,20,2619261.61,502420.87,1710956
7942,178686,13.92,10,2070835.32,657531.41,1131726
1775,0,7.35,25,1529948.17,0.0,532500
1974,140072,9.04,30,3673078.25,1879994.73,850712
6997,0,11.6,5,570767.63,0.0,419820
3549,44967,17.86,20,8145154.02,1202631.98,896727
2141,0,5.05,30,1805436.59,0.0,770760
4153,16697,10.09,25,5641302.68,184587.43,1262597
4893,158373,15.94,5,450595.55,331761.96,451953
738,0,16.06,25,2958984.22,0.0,221400
3193,41392,17.05,30,36389266.52,4657866.99,1190872
667,73183,11.69,10,152111.47,221016.74,153223
3343,0,15.5,10,960681.16,0.0,401160
1890,0,12.75,10,459232.11,0.0,226800
3206,0,16.95,20,6434219.65,0.0,769440
4707,0,8.76,20,3071635.79,0.0,1129680
7226,135352,13.34,20,8675802.36,1656230.21,1869592
7743,181175,11.22,5,625169.42,308370.34,645755
4254,181370,12.53,25,8872478.38,3467784.79,1457570
7593,185684,5.5,10,1216462.78,317071.52,1096844
9526,10311,17.43,25,49692715.22,572776.17,2868111
5806,177991,16.23,15,4447283.43,1698111.13,1223071
7380,0,11.2,10,1634891.35,0.0,885600
8120,0,6.99,5,584501.61,0.0,487200
9522,181841,17.04,30,108182498.54,20395028.6,3609761
8947,0,10.92,30,24862873.36,0.0,3220920
2302,0,17.03,20,4676481.41,0.0,552480
9175,0,10.85,5,733288.41,0.0,550500
756,84252,9.18,20,520610.69,488072.01,265692
5264,176463,8.02,5,389562.25,259513.07,492303
1063,0,14.35,20,1470023.02,0.0,255120
1382,0,7.3,25,1181918.29,0.0,414600
6013,0,17.4,20,12896475.23,0.0,1443120
3480,177001,6.99,15,1108476.62,487657.78,803401
819,56017,12.8,5,69063.0,102282.91,105157
7048,86073,9.62,15,2844719.24,341498.43,1354713
4677,49930,14.88,5,418010.65,99897.87,330550
7875,181928,11.27,30,23637683.07,4477254.83,3016928
2350,124120,14.36,20,3251795.05,1815410.41,688120
2047,129866,8.45,10,386686.05,292203.57,375506
1249,31792,15.67,30,10252697.1,2507113.49,481432
7926,55905,8.57,25,8338357.1,437027.88,2433705
5956,39846,8.04,20,3547173.75,186933.98,1469286
6108,0,11.01,15,2805505.78,0.0,1099440
5709,116648,13.86,15,3449375.12,816954.15,1144268
5053,0,5.63,25,3324259.39,0.0,1515900
2641,0,15.47,30,20672298.49,0.0,950760
5688,85682,6.0,15,1662714.13,205396.01,1109522
8923,174047,8.79,30,15756952.98,2180164.84,3386327
1514,0,5.58,30,1409743.59,0.0,545040
4936,129330,13.2,5,420938.96,240412.23,425490
4636,139299,7.19,30,5902107.15,1116872.27,1808259
4578,0,7.44,20,2533117.61,0.0,1098720
9160,0,5.17,5,628369.84,0.0,549600
6191,0,14.84,10,1708694.4,0.0,742920
5242,0,12.01,30,18544502.45,0.0,1887120
9742,185681,10.21,30,23206180.37,3426556.24,3692801
1447,162679,13.34,10,364294.55,568943.03,336319
7899,0,9.05,25,8992751.93,0.0,2369700
7992,114880,10.22,5,627765.14,186860.58,594400
6311,158354,10.73,20,5316574.12,1215236.69,1672994
2780,0,14.84,15,1852033.21,0.0,500400
3329,0,8.76,15,1242287.41,0.0,599220
6890,0,15.87,10,2026039.96,0.0,826800
5732,65781,15.49,5,521142.24,135127.46,409701
6363,160955,16.15,20,11383170.15,3216870.09,1688075
8550,23320,16.84,30,92553037.43,2483497.16,3101320
3227,103791,13.78,10,834365.74,377315.05,491031
1718,17844,8.72,25,1851243.02,144208.06,533244
4586,0,13.81,5,397779.25,0.0,275160
5076,0,6.54,10,861223.68,0.0,609120
6881,67594,8.33,20,4252846.77,334894.79,1719034
5581,0,16.05,20,9831746.33,0.0,1339440
4876,29475,13.97,5,424824.88,56675.0,322035
3730,0,16.23,20,6749110.92,0.0,895200
8431,31477,17.9,10,2816624.28,163324.06,1043197
1397,0,9.94,5,108891.4,0.0,83820
8690,0,14.8,5,774877.0,0.0,521400
5066,0,14.08,15,3129029.28,0.0,911880
4776,183049,10.75,10,1030804.28,508290.99,756169
3321,134305,14.82,10,915131.38,534819.36,532825
2451,0,9.71,20,1807103.72,0.0,588240
645,57198,12.52,15,342134.82,335607.32,173298
5137,0,9.92,30,11517636.52,0.0,1849320
3822,175391,7.88,5,281772.98,256251.34,404711
4318,100242,14.27,20,5903759.44,1444472.29,1136562
4012,90702,12.26,25,7970579.63,1632783.94,1294302
2069,92588,8.62,20,1326163.4,483738.67,589148
5987,57056,8.56,20,3807817.52,294754.29,1493936
3891,0,15.05,25,12903964.65,0.0,1167300
6511,174681,9.47,25,7958413.06,1676994.62,2127981
7029,104704,8.82,5,531587.74,159800.08,526444
909,23066,11.3,15,428921.03,114857.2,186686
6540,171130,9.43,25,7946427.85,1629751.31,2133130
735,0,10.77,20,622554.93,0.0,176400
2455,70315,8.19,5,182506.69,104215.63,217615
9537,0,16.6,15,7591362.82,0.0,1716660
4331,0,12.2,15,2227110.85,0.0,779580
5615,0,16.32,5,522699.06,0.0,336900
7092,0,8.11,5,526128.54,0.0,425520
8884,0,9.06,10,1738419.52,0.0,1066080
1183,0,14.49,25,3534239.55,0.0,354900
9539,12270,13.72,10,2457537.4,44374.34,1156950
6368,76468,8.55,5,478053.59,115247.47,458548
1167,0,16.47,20,2184619.36,0.0,280080
3561,180120,16.48,30,35433891.27,17518729.26,1462080
1571,92698,12.29,30,5917308.33,3001430.28,658258
1537,71102,6.65,10,262370.95,135321.99,255542
7075,0,7.36,20,3872457.01,0.0,1698000
6625,110863,5.19,20,2796961.09,305208.58,1700863
1855,0,12.34,15,967036.07,0.0,333900
8189,113894,10.09,30,19015245.5,2034879.0,3061934
2340,0,12.76,20,2593413.43,0.0,561600
3149,125550,17.03,5,299076.97,275559.03,314490
5020,0,15.32,30,37946253.1,0.0,1807200
1292,197944,12.14,30,4703501.9,6153758.75,663064
6869,0,15.85,10,2016978.1,0.0,824280
1818,189082,13.05,15,1014695.71,1189712.44,516322
4451,81987,12.44,30,17334086.58,2762118.48,1684347
8096,118943,6.43,15,2455806.45,302894.95,1576223
2150,0,7.49,30,2907083.07,0.0,774000
3361,108482,10.9,30,9313273.81,2419244.55,1318442
6901,0,10.0,5,538807.2,0.0,414060
2636,184651,7.29,25,2248963.54,1071869.27,975451
5259,0,13.24,15,2990106.73,0.0,946620
5397,165308,17.28,15,4605106.47,1805890.49,1136768
8705,0,12.66,30,35601186.47,0.0,3133800
4077,0,11.66,20,3891957.2,0.0,978480
3050,0,6.72,20,1544160.99,0.0,732000
4073,167553,12.74,20,4499431.82,1842563.97,1145073
8768,105751,9.5,5,675363.57,166472.58,631831
8135,25750,6.46,10,1374120.24,48142.73,1001950
4704,0,7.92,30,6941237.7,0.0,1693440
9021,195697,5.13,5,618129.21,251296.67,736957
714,0,14.7,30,4665249.84,0.0,257040
6509,95435,6.68,5,464767.1,131880.7,485975
5238,0,13.52,30,26088180.49,0.0,1885680
7672,0,13.02,5,651044.12,0.0,460320
7027,92367,12.4,10,1672017.86,297269.86,935607
3812,120185,15.05,30,27005508.37,8052032.56,1492505
5441,0,7.93,30,8048079.73,0.0,1958760
3380,144169,5.48,10,541006.68,245788.96,549769
3690,83653,14.51,15,2379007.4,638622.39,747853
3754,0,8.73,20,2440696.75,0.0,900960
6392,163601,16.99,5,606546.04,358598.92,547121
5340,43167,17.49,20,11605068.93,1084130.37,1324767
5788,0,16.29,10,1746792.88,0.0,694560
617,0,12.67,30,2530415.65,0.0,222120
7866,0,13.32,5,673021.69,0.0,471960
8238,83870,13.86,25,21900519.13,2152813.67,2555270
5644,0,14.54,30,35570964.7,0.0,2031840
5584,121764,10.97,20,4857860.43,976204.53,1461924
7758,0,7.19,30,9879373.01,0.0,2792880
4833,91606,17.35,20,10291198.88,2246919.87,1251526
3999,0,7.06,15,1281613.9,0.0,719820
1550,76985,10.63,5,123137.29,127592.12,169985
5418,0,6.69,10,926878.45,0.0,650160
6369,0,5.03,25,3823139.43,0.0,1910700
2007,81133,15.03,20,3055398.33,1334738.3,562813
7003,29736,13.41,15,4050653.58,196392.2,1290276
8738,194277,16.01,10,2592919.87,858116.96,1242837
3640,0,6.6,15,1120660.91,0.0,655200
4430,0,12.5,25,9190164.83,0.0,1329000
2158,173112,17.48,20,4681142.68,4338342.4,691032
8819,174286,5.58,10,1419087.61,299875.91,1232566
2387,129916,12.02,30,8463704.48,3913248.99,989236
7376,0,7.12,30,9269130.67,0.0,2655360
650,0,9.26,5,49747.67,0.0,39000
2642,93547,9.51,30,5429228.84,1429066.45,1044667
8472,176075,17.19,20,17611411.96,4199729.69,2209355
6055,0,7.51,25,5353845.96,0.0,1816500
1575,0,7.95,15,546061.47,0.0,283500
3556,0,13.84,15,2145517.49,0.0,640080
6198,153430,5.17,10,975344.42,253959.11,897190
3038,26205,17.89,5,295735.1,59667.01,208485
1443,0,14.4,5,127242.16,0.0,86580
5400,0,5.75,25,3618648.59,0.0,1620000
3449,81918,12.95,25,7766602.55,1720871.3,1116618
7082,0,17.13,20,14603855.59,0.0,1699680
1547,0,9.66,15,626762.08,0.0,278460
2908,114206,5.5,10,465893.39,195021.87,463166
9087,150500,12.87,30,39037648.01,5692909.72,3421820
8861,92843,6.96,10,1539529.73,182018.13,1156163
5127,0,16.54,25,22517030.82,0.0,1538100
4693,20647,5.3,5,323024.32,26729.44,302227
7688,0,15.73,15,5602093.41,0.0,1383840
2320,124528,17.48,10,754798.01,623598.49,402928
4252,0,6.75,5,304151.06,0.0,255120
5380,19413,9.23,20,3730718.17,113579.93,1310613
9609,53357,6.47,25,7201153.17,255814.16,2936057
9024,47527,11.64,20,8585012.94,429650.68,2213287
1938,64320,16.33,25,8180542.41,2821847.82,645720
1912,0,9.11,5,145722.79,0.0,114720
3375,0,13.1,5,286994.13,0.0,202500
6607,0,12.27,5,549104.66,0.0,396420
9792,152427,9.32,5,750649.17,238030.88,739947
2101,0,16.13,5,194508.28,0.0,126060
4777,81808,11.07,15,2206053.17,395028.56,941668
6999,0,5.93,20,3221991.78,0.0,1679760
7567,162473,9.84,30,16680202.35,2716516.72,2886593
645,9040,14.64,15,421042.61,70151.32,125140
4491,168909,16.2,30,41724184.81,15250622.16,1785669
8317,0,6.74,15,2592816.59,0.0,1497060
7130,142722,12.81,25,15641448.49,2903836.34,2281722
9632,0,6.98,15,3065850.52,0.0,1733760
9403,0,17.84,25,53065681.67,0.0,2820900
7714,61959,5.54,30,7133313.52,312309.96,2838999
4897,0,10.5,25,7141871.76,0.0,1469100
1691,0,12.77,5,142475.6,0.0,101460
8422,182850,8.66,5,634105.27,276959.53,688170
3320,0,11.11,30,9615968.82,0.0,1195200
6984,0,17.25,5,667579.44,0.0,419040
3576,0,14.88,25,11482180.44,0.0,1072800
4921,0,9.46,10,985006.86,0.0,590520
9602,0,15.77,25,36460950.41,0.0,2880600
3820,0,10.32,15,1645147.4,0.0,687600
8717,0,7.63,5,638441.01,0.0,523020
3033,164177,15.68,10,881338.9,704367.9,528137
6282,182345,12.86,25,13920209.21,3755920.68,2066945
5039,166274,5.15,30,4329971.89,749926.62,1980314
7818,190415,7.53,10,1401920.37,393456.42,1128575
9039,0,6.32,25,6614821.48,0.0,2711700
9394,0,7.3,25,8030349.44,0.0,2818200
2879,13889,16.17,10,862496.16,62160.17,359369
8343,72949,7.54,5,609557.41,104931.28,573529
9500,122645,13.48,25,23568208.53,2897617.81,2972645
1879,0,8.85,30,3357807.62,0.0,676440
6292,115854,8.6,20,4022385.72,602988.62,1625934
7379,0,11.98,25,13942428.3,0.0,2213700
2378,0,12.44,10,567166.71,0.0,285360
5302,0,8.8,30,9388093.26,0.0,1908720
8677,101789,9.7,5,672030.96,161717.75,622409
5512,0,17.03,5,523506.76,0.0,330720
8918,97507,7.51,5,650954.8,140027.05,632587
6613,72036,17.45,5,635724.29,160994.43,468816
3688,17577,7.9,15,1273535.22,55005.64,681417
9153,0,17.9,25,52282401.29,0.0,2745900
7611,0,8.73,25,8219765.04,0.0,2283300
9809,54941,15.71,25,36792266.96,2107884.39,2997641
1051,11562,17.82,25,5907806.13,697157.28,326862
2763,0,6.12,25,1959467.57,0.0,828900
6475,0,11.12,30,18813314.46,0.0,2331000
5942,0,11.45,10,1336245.83,0.0,713040
1768,85729,8.8,10,340831.15,199313.51,297889
1633,180556,12.1,20,1654598.18,1774058.12,572476
3725,65741,12.52,5,311682.65,118554.31,289241
5326,0,13.01,10,1314552.36,0.0,639120
903,119154,14.02,15,554321.29,852388.37,281694
9575,140006,10.49,15,4186923.62,624865.07,1863506
658,118794,15.31,20,1043050.58,2052941.63,276714
3234,178194,12.57,15,1723859.66,1052631.27,760314
3518,0,9.54,25,4351634.08,0.0,1055400
4371,125859,8.5,15,1593084.06,428100.03,912639
9180,0,13.44,25,22592616.14,0.0,2754000
750,0,7.25,25,636405.71,0.0,225000
8531,32702,17.04,10,2699498.89,157733.05,1056422
4487,48925,5.74,10,728545.82,85498.76,587365
5256,0,5.05,5,359435.95,0.0,315360
7918,76262,16.43,25,34079593.14,3419910.86,2451662
1200,0,17.41,15,1037136.72,0.0,216000
5839,30570,15.58,10,1686713.26,130078.11,731250
580,136592,9.44,20,412984.46,829782.69,275792
3449,179326,7.59,20,1944237.59,775174.98,1007086
2846,132647,16.66,10,879365.63,619381.9,474167
5546,189669,17.38,30,68343505.17,23196750.41,2186229
2987,100747,12.43,5,249299.59,180945.38,279967
9849,72132,8.7,30,17060277.56,880733.51,3617772
6870,12280,6.4,5,486857.78,16745.52,424480
3917,0,5.27,20,1669420.76,0.0,940080
7314,0,9.34,20,5140228.75,0.0,1755360
4356,192597,14.97,10,1211869.59,777385.94,715317
5024,0,15.92,15,3732108.34,0.0,904320
6713,34562,5.28,30,5914567.0,161937.78,2451242
8983,0,12.72,5,755913.13,0.0,538980
2774,27459,15.77,25,10536167.13,1068695.04,859659
9078,0,7.2,15,2946307.28,0.0,1634040
4135,86377,6.2,15,1230073.25,213086.22,830677
5811,191212,11.09,25,9386899.15,2649912.76,1934512
939,0,15.81,25,3591967.89,0.0,281700
4502,88370,9.58,15,1809862.03,348536.67,898730
8397,0,7.36,20,4598079.2,0.0,2015280
7834,0,11.12,20,6952556.97,0.0,1880160
2242,46271,11.75,5,183642.94,80624.82,180791
7543,0,11.68,5,616666.51,0.0,452580
2905,153751,14.6,5,257590.22,303865.93,328051
5487,187602,9.76,30,11886991.44,3067643.15,2162922
5580,0,11.49,5,453895.49,0.0,334800
4630,157443,9.32,30,9136774.99,2282001.0,1824243
5642,67731,10.92,15,2570181.52,320710.9,1083291
2531,0,5.25,20,1075913.56,0.0,607440
5174,195462,8.25,30,8162196.79,2105508.61,2058102
6126,114918,7.22,25,5168985.35,656420.13,1952718
5163,128462,16.32,20,9462144.29,2642226.22,1367582
1432,0,8.15,10,265975.06,0.0,171840
7865,0,16.48,10,2403234.48,0.0,943800
6781,94874,8.89,10,1313446.68,222261.93,908594
4869,171045,6.42,15,1475619.95,434942.59,1047465
1760,0,17.42,10,570571.95,0.0,211200
2507,0,6.64,15,774579.21,0.0,451260
9479,0,12.79,30,39928228.92,0.0,3412440
517,119567,15.29,15,360248.75,1010345.05,212627
5819,0,12.3,25,11648175.51,0.0,1745700
7550,95332,5.26,20,3210811.75,265579.87,1907332
4793,0,12.95,20,5450979.52,0.0,1150320
4636,0,7.4,15,1531384.38,0.0,834480
8490,156535,5.53,15,2382789.43,350784.08,1684735
8406,25939,15.11,25,28188816.1,874834.76,2547739
1819,0,16.47,10,555344.31,0.0,218280
9933,0,8.85,25,10948335.21,0.0,2979900
9186,0,5.78,10,1494885.4,0.0,1102320
702,0,7.92,15,242696.79,0.0,126360
3835,70138,8.54,15,1402125.12,239718.71,760438
6485,0,6.99,20,3393647.2,0.0,1556400
9899,0,5.91,30,9829787.52,0.0,3563640
9318,186332,7.96,20,5497787.59,862137.83,2422652
5716,111636,13.31,15,3273434.32,727418.07,1140516
2068,156790,5.77,10,336403.57,274878.52,404950
4065,16758,8.49,10,769754.98,37854.17,504558
1942,0,14.93,10,538901.78,0.0,233040
7285,53062,10.94,30,20368444.43,1196542.3,2675662
8495,0,15.19,20,13226352.84,0.0,2038800
3624,0,17.68,5,350706.12,0.0,217440
3827,0,11.86,30,13103477.79,0.0,1377720
2031,0,11.44,30,6325320.64,0.0,731160
5723,0,16.65,10,1767340.24,0.0,686760
3636,0,16.91,25,17164828.34,0.0,1090800
2371,0,6.26,10,396246.07,0.0,284520
3753,170361,7.85,20,2183084.74,771779.13,1071081
9150,0,6.67,25,7072596.73,0.0,2745000
649,0,6.4,5,45990.11,0.0,38940
7884,7135,16.62,5,740208.22,15391.02,480175
4398,186102,14.19,25,12421537.45,5133332.21,1505502
4026,109755,6.66,5,287328.11,151536.3,351315
7071,147179,8.53,10,1341797.38,333591.91,995699
2698,0,7.73,30,3831778.33,0.0,971280
9274,0,11.46,30,29050646.39,0.0,3338640
8675,116605,6.32,10,1454239.86,215213.84,1157605
7958,194713,8.71,30,13823367.11,2386314.41,3059593
7125,78555,9.83,5,553715.93,125519.8,506055
5225,0,5.84,10,853075.4,0.0,627000
2380,65865,8.87,20,1575648.94,360599.74,637065
2616,8148,15.63,25,9671394.85,307479.4,792948
8558,0,13.99,30,47396416.53,0.0,3080880
1523,57945,16.82,25,7066664.39,2826779.89,514845
6450,0,5.29,25,4028032.08,0.0,1935000
2688,0,16.03,25,10710109.68,0.0,806400
1412,114644,16.0,25,5601440.39,4688413.4,538244
1829,0,15.14,20,2828530.72,0.0,438960
691,0,10.12,20,537647.71,0.0,165840
4549,0,13.55,20,5621823.99,0.0,1091760
6576,117386,7.83,10,1199728.94,249549.33,906506
5718,26464,10.33,5,450541.75,43268.23,369544
2619,82349,5.91,20,1202979.59,259593.41,710909
841,0,17.59,30,10921308.96,0.0,302760
3566,0,5.69,20,1596561.92,0.0,855840
3664,148418,13.42,5,314349.3,278538.3,368258
8692,0,5.53,10,1394751.24,0.0,1043040
4475,0,6.11,15,1320156.42,0.0,805500
3578,182458,17.7,5,346422.05,412124.32,397138
9793,116138,11.1,25,15854301.28,1614077.83,3054038
1392,8589,14.42,20,1943114.78,126997.28,342669
6169,143915,8.14,20,3721682.87,688132.4,1624475
1627,0,17.76,20,3680340.97,0.0,390480
8038,0,12.33,5,669101.2,0.0,482280
9424,0,5.26,10,1490262.63,0.0,1130880
6803,0,16.95,15,5609346.36,0.0,1224540
9794,166031,12.42,30,37938229.48,5558073.24,3691871
4166,104989,14.07,15,2569789.13,755922.09,854869
2510,0,16.35,30,24218636.77,0.0,903600
1464,84985,6.93,5,105221.06,118795.67,172825
3087,0,12.9,20,3489099.51,0.0,740880
9854,59422,17.17,5,939735.98,131224.85,650662
5952,188263,6.43,25,4431547.11,893830.22,1973863
4507,0,13.39,10,1138352.14,0.0,540840
2380,0,14.88,20,3546298.81,0.0,571200
9171,22260,7.66,20,5210440.7,97359.37,2223300
7444,112672,12.93,25,16683522.67,2353275.1,2345872
5325,165297,12.23,30,19783084.54,5265001.06,2082297
7407,0,14.42,30,45312134.11,0.0,2666520
4483,0,13.01,25,10205167.72,0.0,1344900
3496,36097,10.32,25,4944110.36,420844.78,1084897
8422,0,14.53,30,52916325.38,0.0,3031920
5706,0,12.4,30,22038203.91,0.0,2054160
9604,0,16.18,30,88804619.6,0.0,3457440
9853,197627,16.98,20,19874550.46,4550954.5,2562347
6641,0,10.97,20,5775564.11,0.0,1593840
7278,0,12.66,20,7954545.21,0.0,1746720
3028,61489,13.8,25,7964722.74,1558410.58,969889
8910,0,5.63,15,2522672.94,0.0,1603800
7754,124827,17.79,25,43342051.14,7480616.95,2451027
5734,0,12.97,10,1412179.76,0.0,688080
1109,109402,7.97,20,654798.03,506727.87,375562
7660,138633,10.97,25,12112033.12,1869093.73,2436633
859,0,17.4,30,10657383.09,0.0,309240
9092,0,7.99,15,3164823.12,0.0,1636560
1799,0,16.19,5,166863.89,0.0,107940
6843,76043,11.53,5,557234.32,131243.5,486623
4879,163935,8.64,15,1800275.1,568214.82,1042155
3177,0,9.32,5,243502.36,0.0,190620
562,36293,9.05,5,42769.38,55981.08,70013
9424,173205,13.09,30,42560015.48,6946360.23,3565845
519,0,8.68,25,555449.26,0.0,155700
8808,177292,8.61,20,5643008.19,925657.29,2291212
7462,0,10.27,15,3197003.18,0.0,1343160
3029,0,8.26,30,4793687.4,0.0,1090440
773,133539,7.87,20,451150.34,607976.32,319059
8303,64887,16.08,30,75072159.72,5687835.27,3053967
8266,111240,8.0,5,611385.32,163437.27,607200
4869,0,16.23,30,45645415.62,0.0,1752840
6800,0,17.92,25,39017492.8,0.0,2040000
6095,0,10.87,10,1324850.0,0.0,731400
3347,10003,15.11,30,24075937.18,681656.81,1214923
6899,0,5.42,15,1918535.21,0.0,1241820
2990,0,6.38,10,502852.0,0.0,358800
7888,0,5.43,5,544836.49,0.0,473280
7633,169287,8.29,10,1429077.84,375422.34,1085247
3595,77541,6.0,15,1051074.28,185934.34,724641
9667,57711,5.07,15,2610906.34,121251.81,1797771
8216,43265,17.57,15,7221514.16,490315.99,1522145
3205,0,15.79,15,2347736.73,0.0,576900
2155,0,5.12,25,1312852.17,0.0,646500
3348,104582,7.63,10,603968.02,218246.13,506342
1573,0,8.14,25,1539632.48,0.0,471900
3473,0,15.56,10,1001737.39,0.0,416760
2572,138480,16.45,5,240321.37,296558.31,292800
3486,47161,16.51,5,326255.72,101246.09,256321
1387,75409,5.99,20,643096.68,241277.93,408289
8397,90438,5.41,5,579708.59,117712.23,594258
9987,0,8.14,5,741516.38,0.0,599220
1477,29756,12.57,20,1595596.77,317893.2,384236
2642,0,5.15,30,2268457.8,0.0,951120
2447,0,9.72,20,1806745.99,0.0,587280
8506,37270,6.01,10,1401492.03,66790.95,1057990
6566,156306,8.55,5,492907.95,235566.03,550266
5476,0,9.05,10,1070398.74,0.0,657120
9594,89813,6.65,30,10990814.58,619913.41,3543653
1857,0,11.18,20,1662061.42,0.0,445680
820,0,11.47,5,66666.55,0.0,49200
8430,94909,12.66,15,4533394.39,567511.11,1612309
2700,47108,9.58,20,1956418.88,293335.43,695108
1416,142461,9.52,5,109128.94,224469.29,227421
8515,128944,11.92,25,15943729.77,2155606.12,2683444
5886,110176,7.75,30,8387557.94,1033201.67,2229136
4855,0,17.28,5,464531.54,0.0,291300
1369,134764,13.85,15,827054.16,943686.02,381184
9191,0,16.2,25,37886936.16,0.0,2757300
6100,52404,11.02,20,5344789.32,424214.67,1516404
7000,0,7.86,30,10213389.19,0.0,2520000
6091,0,7.2,5,440975.17,0.0,365460
3231,0,13.17,5,275287.13,0.0,193860
6776,0,11.83,10,1558079.87,0.0,813120
9901,0,7.32,10,1754394.44,0.0,1188120
7863,75773,17.48,5,756531.48,169560.51,547553
4689,0,12.28,15,2431026.04,0.0,844020
778,0,10.82,15,351022.84,0.0,140040
7005,160521,13.99,20,9203570.56,2200896.06,1841721
1238,162964,6.96,10,215000.1,319259.23,311524
567,141273,8.63,30,967959.53,1691857.01,345393
9686,0,6.54,10,1643610.7,0.0,1162320
1520,0,10.28,5,119583.65,0.0,91200
6896,33898,17.28,5,659696.09,75208.42,447658
7359,132720,8.3,15,2633903.26,439034.54,1457340
4439,0,6.73,10,761122.35,0.0,532680
4255,111752,6.66,5,303653.45,154277.46,367052
1316,43926,13.67,10,338109.36,158225.71,201846
1196,83828,14.18,25,3373601.07,2308751.6,442628
2382,0,17.83,20,5443993.65,0.0,571680
7518,0,7.27,5,545319.65,0.0,451080
8026,127444,16.94,10,2523313.52,609327.89,1090564
9174,139806,14.74,25,28716159.6,4351983.04,2892006
7905,0,12.19,25,15525461.44,0.0,2371500
7764,0,15.47,30,60757204.68,0.0,2795040
5660,15985,7.49,30,7661415.73,139624.2,2053585
5774,84277,13.03,10,1426679.75,286776.05,777157
5690,0,9.15,20,3903029.57,0.0,1365600
5225,171815,6.59,15,1607220.99,447549.35,1112315
2722,0,7.04,5,196208.99,0.0,163320
