id,username,level,xp_points,badge,score
2170,Delta,35,2948,Bronze,88.84
2171,Zeta,50,477,Silver,91.06
2172,Zeta,3,4365,Platinum,46.24
2173,Foxtrot,39,605,Bronze,79.61
2174,Echo,23,2592,Platinum,41.31
2175,Charlie,50,1833,Bronze,98.84
2176,Bravo,50,214,Gold,32.95
2177,Sigma,21,422,Silver,26.78
2178,Sigma,35,4298,Silver,71.2
2179,Echo,21,1102,Gold,98.93
2180,Bravo,32,2696,None,75.01
2181,Sigma,47,4080,Platinum,85.41
2182,Bravo,8,316,Silver,31.58
2183,Alpha,48,2529,Silver,19.56
2184,Gamma,37,1249,Silver,33.99
2185,Echo,26,1363,None,81.82
2186,Charlie,42,878,None,10.38
2187,Sigma,21,1166,Gold,97.49
2188,Foxtrot,40,2176,Silver,10.42
2189,Charlie,4,929,Silver,24.12
2190,Bravo,35,4444,Gold,21.95
2191,Zeta,18,1476,Gold,20.74
2192,Zeta,37,1956,Gold,27.93
2193,Alpha,42,2941,None,35.93
2194,Charlie,33,4060,Silver,76.0
2195,Echo,17,550,None,54.75
2196,Alpha,49,4708,None,27.88
2197,Nova,11,4079,None,64.54
2198,Sigma,28,1987,Platinum,17.99
2199,Foxtrot,3,508,Platinum,84.19
2200,Gamma,2,2622,Gold,86.26
2201,Gamma,28,3180,Platinum,83.47
2202,Echo,11,2080,Silver,98.96
2203,Sigma,50,1317,None,61.77
2204,Alpha,14,1683,Silver,54.42
2205,Delta,29,1284,Silver,21.15
2206,Sigma,27,4570,Platinum,51.95
2207,Gamma,42,194,Silver,38.49
2208,Nova,27,1172,None,20.05
2209,Delta,3,4212,Gold,31.38
2210,Bravo,47,1883,None,51.72
2211,Echo,1,2092,None,89.64
2212,Nova,12,2887,Gold,71.08
2213,Nova,47,122,Gold,9.13
2214,Gamma,16,4603,None,16.55
2215,Sigma,30,2415,Gold,63.66
2216,Bravo,17,1090,None,49.13
2217,Charlie,44,2522,Gold,25.79
2218,Foxtrot,30,1432,Platinum,64.96
2219,Charlie,40,2742,Silver,49.51
2220,Echo,23,4126,None,72.77
2221,Foxtrot,32,3213,Platinum,98.74
2222,Charlie,42,3017,Bronze,55.86
2223,Charlie,25,1652,None,24.57
2224,Gamma,21,1744,Bronze,21.22
2225,Bravo,30,4775,Platinum,6.5
2226,Echo,42,4683,Bronze,4.88
2227,Sigma,34,1893,Gold,54.53
2228,Delta,38,666,Gold,34.43
2229,Bravo,18,438,Gold,28.82
2230,Nova,2,4993,Gold,79.51
2231,Gamma,10,494,Bronze,32.87
2232,Nova,9,3586,Platinum,11.62
2233,Delta,25,4898,Bronze,2.99
2234,Zeta,19,244,Platinum,69.29
2235,Echo,4,3196,Silver,49.32
2236,Nova,39,191,None,25.31
2237,Sigma,43,4265,Bronze,67.81
2238,Delta,15,3161,Platinum,92.83
2239,Alpha,21,4439,Silver,91.17
2240,Nova,7,3701,Silver,53.27
2241,Zeta,47,3261,None,23.61
2242,Zeta,3,2225,Platinum,72.76
2243,Nova,31,1556,Silver,2.83
2244,Charlie,40,2777,Silver,97.48
2245,Gamma,9,1921,Silver,99.22
2246,Gamma,7,4558,Silver,48.78
2247,Delta,15,1210,Gold,6.74
2248,Sigma,13,861,Gold,36.62
2249,Zeta,40,3141,Gold,98.24
2250,Nova,17,3326,Gold,6.06
2251,Gamma,37,668,Gold,31.51
2252,Sigma,41,2594,None,40.94
2253,Alpha,37,1413,None,46.58
2254,Charlie,4,957,Gold,89.39
2255,Zeta,43,464,Silver,60.99
2256,Delta,41,99,Bronze,35.41
2257,Bravo,46,4044,Gold,32.02
2258,Zeta,14,4639,Platinum,42.89
2259,Charlie,17,2211,Gold,2.42
2260,Foxtrot,42,3206,Platinum,79.25
2261,Echo,20,2555,Bronze,95.68
2262,Gamma,32,1594,Gold,83.19
2263,Charlie,4,1445,Bronze,62.67
2264,Gamma,3,4509,None,42.33
2265,Bravo,23,3972,Gold,97.41
2266,Zeta,22,2752,Bronze,79.45
2267,Nova,20,3667,Gold,91.14
2268,Bravo,39,1357,Platinum,31.63
2269,Alpha,8,1360,None,34.95
2270,Sigma,27,1863,Bronze,69.94
2271,Charlie,11,1231,Platinum,97.04
2272,Charlie,25,1002,None,30.3
2273,Foxtrot,21,2517,Gold,87.27
2274,Delta,35,1907,Platinum,4.48
2275,Gamma,43,2981,Gold,16.86
2276,Echo,3,184,Bronze,28.01
2277,Echo,9,1729,Silver,43.48
2278,Alpha,23,217,Gold,32.67
2279,Alpha,47,2842,Bronze,85.5
2280,Delta,6,1912,Silver,6.07
2281,Sigma,8,3134,Platinum,91.57
2282,Gamma,8,1001,Gold,11.25
2283,Nova,47,2343,Bronze,91.24
2284,Alpha,21,3028,Gold,47.22
2285,Nova,28,156,Gold,90.2
2286,Charlie,38,523,Bronze,61.07
2287,Alpha,11,2005,None,11.18
2288,Echo,17,4132,Bronze,38.25
2289,Alpha,7,1810,Gold,51.08
2290,Bravo,7,484,Bronze,90.41
2291,Gamma,25,4291,Gold,55.83
2292,Gamma,1,3825,None,14.46
2293,Zeta,32,1649,Platinum,25.48
2294,Alpha,28,2500,Platinum,51.91
2295,Charlie,24,2983,Bronze,88.67
2296,Charlie,28,1183,Bronze,44.84
2297,Echo,38,2022,Bronze,88.17
2298,Delta,37,4711,None,36.14
2299,Zeta,44,4936,None,91.31
2300,Delta,13,715,Bronze,2.31
2301,Sigma,42,4997,Bronze,71.63
2302,Bravo,25,507,Gold,46.91
2303,Gamma,17,4268,Platinum,64.22
2304,Echo,21,4348,Platinum,33.74
2305,Gamma,44,2673,None,4.99
2306,Echo,23,3669,None,44.18
2307,Delta,38,3384,Gold,16.48
2308,Bravo,36,1795,Bronze,39.63
2309,Delta,29,3765,Bronze,61.77
2310,Alpha,12,2605,Gold,86.99
2311,Charlie,3,4263,Gold,60.24
2312,Alpha,22,755,Bronze,37.39
2313,Alpha,22,1577,Silver,7.65
2314,Gamma,11,3578,None,76.42
2315,Nova,16,667,Silver,83.27
2316,Gamma,24,3324,Silver,6.28
2317,Nova,14,2158,Gold,39.22
2318,Sigma,36,2817,Platinum,94.04
2319,Zeta,1,764,None,16.54
2320,Echo,47,1958,Silver,64.92
2321,Foxtrot,27,3098,Bronze,60.0
2322,Foxtrot,48,2608,None,79.56
2323,Charlie,48,4675,Gold,10.28
2324,Zeta,24,3087,Gold,92.84
2325,Charlie,47,4078,Platinum,58.13
2326,Bravo,8,332,Silver,64.24
2327,Sigma,36,4609,None,91.72
2328,Gamma,22,977,None,44.23
2329,Alpha,5,3034,Silver,30.24
2330,Nova,17,2935,Platinum,16.58
2331,Charlie,1,415,Silver,2.49
2332,Sigma,47,390,Platinum,68.12
2333,Echo,3,2062,Silver,22.86
2334,Sigma,11,3137,Bronze,1.33
2335,Sigma,22,797,Silver,66.99
2336,Echo,7,2692,Gold,39.14
2337,Bravo,13,4197,Platinum,87.43
2338,Foxtrot,39,3413,Gold,69.56
2339,Charlie,45,3240,Platinum,96.11
2340,Alpha,33,828,Gold,78.12
2341,Bravo,14,3546,Platinum,60.16
2342,Sigma,12,1408,Bronze,2.1
2343,Charlie,18,754,Silver,55.43
2344,Foxtrot,45,755,Platinum,73.28
2345,Sigma,39,2263,Silver,11.98
2346,Zeta,38,2983,Silver,52.86
2347,Gamma,3,4684,Platinum,76.25
2348,Alpha,7,1696,Platinum,23.4
2349,Alpha,2,2425,Bronze,87.16
2350,Zeta,40,4611,None,3.05
2351,Echo,14,577,None,14.22
2352,Nova,42,659,Silver,11.44
2353,Nova,15,2965,Bronze,45.39
2354,Alpha,10,1805,Platinum,21.44
2355,Delta,17,4102,Silver,89.64
2356,Zeta,5,2457,Gold,88.11
2357,Delta,25,1981,Bronze,17.84
2358,Foxtrot,28,3452,None,63.35
2359,Sigma,20,2091,Gold,17.32
2360,Sigma,29,1088,None,78.68
2361,Zeta,27,464,Platinum,64.96
2362,Delta,3,1094,Silver,73.16
2363,Bravo,31,2589,Platinum,52.95
2364,Zeta,48,4897,Gold,61.33
2365,Echo,7,3959,Bronze,4.64
2366,Foxtrot,43,2054,Bronze,13.57
2367,Gamma,4,3906,Silver,68.16
2368,Delta,8,4771,Bronze,41.14
2369,Charlie,46,3498,Platinum,16.72
2370,Bravo,19,2614,Gold,23.8
2371,Nova,23,2296,Gold,40.87
2372,Echo,31,2848,Silver,80.87
2373,Charlie,49,3707,Silver,23.34
2374,Gamma,48,1445,Platinum,28.71
2375,Foxtrot,50,4438,Platinum,34.29
2376,Foxtrot,50,2293,None,60.33
2377,Charlie,21,4230,None,73.0
2378,Charlie,24,3086,None,56.81
2379,Alpha,12,4344,Bronze,13.47
2380,Charlie,21,1403,None,92.74
2381,Sigma,39,3174,Bronze,58.23
2382,Gamma,5,2030,Platinum,7.4
2383,Zeta,2,4435,Bronze,91.53
2384,Charlie,7,1419,Bronze,88.58
2385,Echo,33,1082,Gold,5.81
2386,Echo,25,3124,Gold,19.27
2387,Echo,18,3356,Gold,74.94
2388,Foxtrot,38,1671,Gold,41.84
2389,Echo,40,3544,Silver,84.64
2390,Sigma,28,3502,Gold,77.31
2391,Sigma,18,2578,Platinum,48.57
2392,Zeta,43,286,Bronze,25.77
2393,Bravo,18,2415,None,66.02
2394,Sigma,37,852,Gold,0.77
2395,Sigma,3,2110,Platinum,33.55
2396,Charlie,14,749,Bronze,92.83
2397,Alpha,15,1972,Platinum,91.87
2398,Charlie,44,2237,Bronze,48.31
2399,Nova,11,3225,Bronze,32.42
2400,Delta,5,1539,Bronze,66.12
2401,Echo,42,3319,Silver,39.64
2402,Delta,1,2033,Bronze,34.62
2403,Delta,42,4114,Silver,79.62
2404,Nova,21,765,Bronze,17.3
2405,Sigma,43,1907,Platinum,50.46
2406,Nova,32,3084,Bronze,47.41
2407,Foxtrot,9,1625,Platinum,87.73
2408,Delta,32,4902,Platinum,66.63
2409,Delta,28,3678,Platinum,84.38
2410,Nova,43,2652,Silver,10.59
2411,Zeta,12,2554,Gold,75.02
2412,Gamma,15,2326,Silver,10.3
2413,Alpha,36,2257,Bronze,90.18
2414,Foxtrot,18,4808,Gold,28.35
2415,Bravo,25,3996,None,61.19
2416,Delta,46,4951,None,47.09
2417,Nova,38,242,Silver,97.42
2418,Echo,6,3548,Platinum,39.88
2419,Bravo,24,2789,Gold,7.4
2420,Echo,23,4022,Platinum,70.1
2421,Bravo,50,2607,Platinum,15.57
2422,Nova,22,3829,None,57.22
2423,Echo,36,2020,Bronze,67.61
2424,Gamma,37,2831,Silver,63.29
2425,Charlie,8,3838,Gold,63.98
2426,Zeta,26,92,Platinum,66.82
2427,Alpha,44,3852,Gold,16.96
2428,Bravo,38,85,Platinum,48.75
2429,Gamma,17,4759,Gold,94.36
2430,Delta,47,3319,Bronze,47.73
2431,Sigma,32,303,Silver,65.44
2432,Foxtrot,12,1318,Gold,51.88
2433,Gamma,22,1466,Platinum,46.35
2434,Alpha,29,4767,Gold,39.35
2435,Foxtrot,44,2677,Platinum,95.18
2436,Charlie,13,2534,Bronze,75.33
2437,Bravo,47,525,None,37.5
2438,Gamma,12,143,Silver,33.94
2439,Gamma,12,3683,Bronze,76.02
2440,Charlie,17,178,Gold,44.37
2441,Foxtrot,21,1288,Platinum,48.3
2442,Foxtrot,8,4914,Platinum,53.19
2443,Charlie,3,3419,Silver,65.01
2444,Gamma,34,3134,None,11.06
2445,Alpha,22,4826,Platinum,84.11
2446,Gamma,17,3925,None,4.2
2447,Foxtrot,11,3934,Platinum,30.23
2448,Bravo,1,2693,Platinum,90.94
2449,Echo,20,3599,Gold,60.17
2450,Charlie,15,1729,Gold,47.95
2451,Zeta,14,4285,Gold,40.63
2452,Foxtrot,30,935,Bronze,13.61
2453,Charlie,28,1255,Silver,37.49
2454,Bravo,43,482,None,54.45
2455,Nova,41,453,Gold,17.39
2456,Foxtrot,22,912,None,99.31
2457,Gamma,32,3423,None,83.89
2458,Charlie,11,3826,Platinum,25.98
2459,Delta,10,1403,Platinum,33.39
2460,Nova,17,200,Gold,97.43
2461,Zeta,10,2839,None,46.05
2462,Foxtrot,21,1849,Bronze,96.44
2463,Zeta,23,1619,Silver,47.4
2464,Nova,23,3522,Platinum,9.85
2465,Delta,37,225,Silver,54.39
2466,Sigma,11,1530,None,70.5
2467,Charlie,33,1726,Bronze,79.86
2468,Delta,40,1033,Bronze,13.87
2469,Alpha,10,1861,Silver,39.62
2470,Sigma,4,1756,Bronze,84.62
2471,Charlie,15,3163,Silver,59.6
2472,Charlie,48,4902,Gold,52.93
2473,Sigma,23,612,Gold,6.85
2474,Charlie,30,663,Silver,15.82
2475,Alpha,36,1600,Platinum,25.02
2476,Nova,14,1696,Gold,60.9
2477,Delta,38,2848,Silver,79.46
2478,Sigma,23,4797,Gold,49.11
2479,Delta,28,158,Bronze,83.76
2480,Charlie,6,432,None,73.37
2481,Sigma,7,336,None,78.1
2482,Delta,14,2015,None,65.35
2483,Foxtrot,44,3214,Silver,51.58
2484,Delta,3,465,None,35.45
2485,Delta,18,4398,Platinum,68.97
2486,Nova,6,1103,Silver,22.46
2487,Nova,3,3118,Silver,15.41
2488,Gamma,8,1186,Silver,4.23
2489,Echo,7,2124,Platinum,59.41
2490,Zeta,50,228,None,44.93
2491,Gamma,5,4120,None,80.23
2492,Echo,46,159,Silver,58.76
2493,Delta,13,2497,Platinum,58.4
2494,Echo,49,4452,Platinum,18.82
2495,Charlie,3,3320,Gold,40.37
2496,Charlie,19,1483,Bronze,34.38
2497,Zeta,16,3049,Platinum,50.23
2498,Sigma,32,1946,None,20.35
2499,Alpha,41,2043,Silver,5.39
2500,Bravo,28,3463,Gold,32.5
2501,Zeta,24,4456,Silver,40.72
2502,Sigma,3,1751,Gold,10.29
2503,Gamma,23,1743,Silver,41.24
2504,Sigma,6,847,Gold,57.8
2505,Gamma,28,1881,Silver,42.05
2506,Nova,4,246,Bronze,11.8
2507,Nova,18,3512,Gold,51.29
2508,Sigma,34,4593,Silver,77.17
2509,Foxtrot,10,2586,Silver,2.43
2510,Nova,26,1598,Bronze,15.22
2511,Bravo,32,410,Platinum,93.98
2512,Gamma,27,3439,None,60.7
2513,Delta,23,4581,None,77.17
2514,Delta,42,4503,Gold,36.57
2515,Nova,36,3990,Gold,57.34
2516,Delta,33,4267,None,94.92
2517,Echo,27,3756,None,80.37
2518,Delta,47,3725,Bronze,69.41
2519,Nova,17,2841,Gold,60.96
2520,Bravo,3,955,Platinum,21.15
2521,Sigma,25,3492,Silver,71.42
2522,Echo,11,157,Platinum,15.2
2523,Bravo,34,3400,Platinum,7.65
2524,Nova,30,4193,Silver,13.24
2525,Gamma,5,3084,Platinum,63.14
2526,Gamma,43,1720,Platinum,60.27
2527,Bravo,10,3098,Silver,44.54
2528,Delta,27,2260,None,73.62
2529,Charlie,45,4560,Gold,35.5
2530,Alpha,8,4551,Platinum,66.37
2531,Gamma,43,1317,Platinum,3.84
2532,Nova,38,1415,Silver,0.81
2533,Delta,8,2140,Platinum,39.06
2534,Delta,17,2116,None,88.69
2535,Nova,20,4380,None,51.5
2536,Echo,42,1978,Bronze,48.48
2537,Alpha,1,4120,Silver,61.83
2538,Nova,25,4906,Bronze,58.08
2539,Zeta,36,1016,Gold,26.8
2540,Alpha,5,3759,Bronze,67.8
2541,Foxtrot,40,3565,Silver,93.37
2542,Alpha,43,1413,Gold,71.76
2543,Nova,7,4087,Gold,89.4
2544,Sigma,20,1220,None,22.62
2545,Sigma,50,307,Platinum,9.75
2546,Gamma,22,941,None,17.49
2547,Delta,11,1581,Platinum,16.59
2548,Sigma,30,4890,None,22.83
2549,Sigma,43,2259,None,18.41
2550,Bravo,24,385,Platinum,35.36
2551,Echo,3,3716,Silver,79.11
2552,Bravo,21,3536,Silver,70.27
2553,Bravo,30,2939,Gold,5.72
2554,Gamma,10,692,None,54.79
2555,Gamma,40,4073,Gold,50.83
2556,Bravo,37,4126,Gold,6.65
2557,Alpha,42,4794,Silver,85.76
2558,Foxtrot,11,2881,Silver,75.67
2559,Zeta,20,1984,Platinum,85.63
2560,Bravo,44,1219,Bronze,70.28
2561,Alpha,2,2633,Gold,20.05
2562,Charlie,16,4312,Gold,44.19
2563,Sigma,45,4629,Bronze,2.92
2564,Charlie,40,1737,None,42.24
2565,Gamma,10,1687,Gold,67.12
2566,Sigma,8,1909,Platinum,1.4
2567,Sigma,24,1613,Silver,36.83
2568,Echo,19,575,Silver,45.25
2569,Zeta,8,2593,Bronze,60.98
2570,Charlie,43,4266,Gold,62.19
2571,Alpha,1,1032,Gold,82.93
2572,Foxtrot,9,4282,None,85.56
2573,Zeta,45,3567,Silver,83.5
2574,Gamma,40,2401,Platinum,83.46
2575,Sigma,45,1852,Gold,46.27
2576,Gamma,37,1124,Silver,40.63
2577,Charlie,45,156,Bronze,38.94
2578,Charlie,10,3543,None,72.22
2579,Nova,33,1104,Silver,40.72
2580,Delta,39,3727,Gold,70.46
2581,Zeta,34,2393,Bronze,53.7
2582,Gamma,48,1285,Silver,16.06
2583,Charlie,34,2126,Platinum,68.05
2584,Echo,27,3426,Platinum,46.35
2585,Nova,24,423,Gold,98.33
2586,Delta,43,3705,None,75.53
2587,Echo,30,1258,Gold,62.77
2588,Bravo,50,3628,Gold,7.17
2589,Gamma,13,2821,Platinum,47.72
2590,Delta,38,770,Platinum,71.13
2591,Charlie,44,1961,Bronze,83.67
2592,Charlie,48,2264,Platinum,39.84
2593,Zeta,47,858,Bronze,42.23
2594,Gamma,26,812,Gold,71.02
2595,Alpha,14,1293,Platinum,47.95
2596,Delta,25,2823,Bronze,26.8
2597,Bravo,42,2931,Gold,95.4
2598,Zeta,8,2466,Platinum,85.65
2599,Nova,31,649,Bronze,26.99
2600,Sigma,37,3888,Gold,93.59
2601,Bravo,9,3890,Gold,47.07
2602,Echo,13,2927,Bronze,13.57
2603,Charlie,46,276,Gold,63.29
2604,Delta,26,2214,Gold,56.14
2605,Delta,3,4269,Bronze,51.55
2606,Gamma,42,4407,Silver,59.48
2607,Delta,21,1013,Bronze,43.01
2608,Charlie,19,1021,Platinum,61.1
2609,Zeta,17,2933,Bronze,65.2
2610,Bravo,37,2312,Platinum,66.23
2611,Delta,29,3651,Platinum,24.89
2612,Zeta,37,3816,Platinum,71.26
2613,Delta,41,3892,None,66.05
2614,Delta,7,2724,None,83.39
2615,Charlie,18,2790,Silver,29.08
2616,Charlie,25,3835,Platinum,3.5
2617,Bravo,1,4392,Silver,68.83
2618,Delta,36,3922,None,9.22
2619,Alpha,37,1366,None,96.9
2620,Echo,29,2273,Gold,78.86
2621,Alpha,33,2123,None,42.37
2622,Nova,12,4334,Gold,49.87
2623,Zeta,12,4195,Silver,9.72
2624,Zeta,8,1854,Bronze,0.89
2625,Bravo,15,1854,Bronze,83.91
2626,Charlie,14,1776,Silver,70.48
2627,Foxtrot,14,4157,None,89.47
2628,Zeta,2,3797,Platinum,78.0
2629,Gamma,32,3081,Silver,41.29
2630,Gamma,22,1991,Gold,99.5
2631,Charlie,38,2649,Platinum,1.56
2632,Delta,40,3382,Gold,9.37
2633,Alpha,14,2880,Gold,6.15
2634,Charlie,23,1614,Gold,13.39
2635,Gamma,42,857,None,37.39
2636,Sigma,31,2650,Silver,12.96
2637,Nova,16,1532,None,31.38
2638,Sigma,46,1220,Bronze,32.95
2639,Nova,23,3327,None,22.88
2640,Sigma,33,2290,None,65.71
2641,Gamma,24,4221,Silver,77.83
2642,Nova,46,912,Gold,55.6
2643,Echo,49,941,Silver,91.15
2644,Bravo,46,3091,None,58.98
2645,Echo,17,2505,Platinum,43.59
2646,Gamma,45,1239,Silver,5.51
2647,Sigma,41,4053,Bronze,77.85
2648,Nova,36,657,Bronze,76.67
2649,Bravo,45,1642,Bronze,95.12
2650,Nova,45,1650,Silver,10.97
2651,Sigma,16,441,Silver,89.44
2652,Zeta,49,1039,Silver,41.77
2653,Gamma,28,3139,Bronze,9.34
2654,Charlie,49,219,Gold,48.31
2655,Sigma,36,2185,None,84.34
2656,Sigma,33,4208,Gold,41.13
2657,Sigma,1,2521,Gold,43.43
2658,Foxtrot,11,288,Bronze,20.9
2659,Alpha,45,325,Platinum,80.68
2660,Bravo,24,3922,Bronze,2.08
2661,Bravo,31,3947,Bronze,3.39
2662,Gamma,32,4535,Silver,10.31
2663,Charlie,45,3973,Silver,32.83
2664,Foxtrot,13,3478,Gold,84.98
2665,Foxtrot,11,24,Silver,74.51
2666,Gamma,7,117,Bronze,29.28
2667,Alpha,6,2523,Bronze,12.29
2668,Alpha,33,2341,Silver,81.19
2669,Charlie,34,1901,Silver,80.84
2670,Sigma,28,2534,Gold,51.52
2671,Bravo,47,47,Platinum,38.19
2672,Echo,30,2214,None,5.44
2673,Echo,16,982,Platinum,56.79
2674,Alpha,29,407,Gold,36.29
2675,Charlie,18,401,None,61.12
2676,Nova,16,1358,Gold,6.54
2677,Bravo,10,4423,Gold,46.9
2678,Charlie,34,181,None,48.06
2679,Delta,2,4486,Bronze,67.45
2680,Nova,46,4284,None,26.22
2681,Delta,21,3590,None,77.37
2682,Bravo,23,4004,Silver,0.18
2683,Bravo,2,3458,Platinum,28.14
2684,Bravo,41,1616,None,72.23
2685,Gamma,14,4802,Bronze,85.26
2686,Echo,39,2468,None,4.78
2687,Echo,13,2713,Bronze,58.6
2688,Gamma,47,2734,Gold,55.4
2689,Charlie,6,2222,Platinum,39.16
2690,Gamma,26,1569,Bronze,29.4
2691,Nova,24,4795,Bronze,35.61
2692,Alpha,18,4530,Platinum,27.79
2693,Bravo,6,4149,Gold,83.05
2694,Foxtrot,34,4985,None,37.04
2695,Zeta,35,3235,Platinum,35.53
2696,Nova,31,1067,Bronze,47.28
2697,Foxtrot,42,1092,Gold,88.56
2698,Sigma,16,1472,Platinum,62.56
2699,Zeta,24,4977,Bronze,89.26
2700,Delta,3,269,Silver,54.9
2701,Delta,31,4763,Gold,53.07
2702,Nova,30,2903,None,97.61
2703,Echo,49,3385,Silver,82.49
2704,Charlie,29,4872,Silver,15.93
2705,Gamma,6,3727,None,56.62
2706,Nova,5,1079,Gold,59.93
2707,Gamma,21,4753,Bronze,28.31
2708,Nova,3,3977,Silver,77.72
2709,Zeta,50,4222,Gold,21.68
2710,Charlie,17,4732,Platinum,47.89
2711,Bravo,34,1452,Silver,66.53
2712,Nova,14,1457,Bronze,16.29
2713,Nova,1,763,Silver,15.62
2714,Bravo,21,1426,Platinum,80.14
2715,Alpha,25,214,Platinum,98.54
2716,Alpha,40,642,Silver,38.07
2717,Nova,14,4291,Gold,76.04
2718,Bravo,42,3351,None,97.79
2719,Zeta,23,1703,Gold,79.43
2720,Alpha,39,1285,Bronze,46.12
2721,Gamma,14,364,None,2.91
2722,Delta,46,4021,Platinum,83.38
2723,Delta,38,1903,Bronze,86.48
2724,Alpha,14,1268,None,46.76
2725,Alpha,22,398,Platinum,46.99
2726,Nova,15,3578,Platinum,59.74
2727,Alpha,38,2288,Gold,60.27
2728,Echo,3,2231,Bronze,9.79
2729,Foxtrot,33,3215,Platinum,34.97
2730,Alpha,10,4947,Bronze,97.55
2731,Alpha,7,834,Bronze,90.78
2732,Zeta,37,953,Silver,8.55
2733,Echo,3,72,None,59.5
2734,Foxtrot,26,2315,Gold,39.08
2735,Echo,27,2810,Bronze,95.17
2736,Alpha,31,486,Bronze,73.22
2737,Nova,1,4020,None,73.11
2738,Sigma,37,3427,Gold,60.58
2739,Bravo,45,775,Platinum,64.93
2740,Zeta,39,2441,Platinum,43.33
2741,Bravo,8,23,Gold,71.53
2742,Sigma,23,4317,Bronze,30.5
2743,Echo,26,377,Gold,47.76
2744,Echo,27,3794,Bronze,82.66
2745,Echo,14,3443,Bronze,8.22
2746,Sigma,38,252,Bronze,1.8
2747,Delta,42,4775,Silver,74.38
2748,Zeta,2,333,Platinum,97.98
2749,Nova,17,285,Gold,53.01
2750,Alpha,22,146,Platinum,33.09
2751,Sigma,34,2850,Bronze,59.41
2752,Zeta,22,4680,Bronze,74.61
2753,Echo,25,2381,Gold,61.35
2754,Zeta,3,325,None,79.05
2755,Bravo,19,3483,Platinum,74.66
2756,Delta,34,18,None,42.55
2757,Gamma,7,2695,Gold,41.22
2758,Echo,10,2602,Bronze,51.75
2759,Zeta,34,860,Bronze,7.56
2760,Gamma,41,572,Gold,41.4
2761,Alpha,50,1269,None,75.32
2762,Gamma,36,3834,Silver,83.02
2763,Nova,14,672,None,78.04
2764,Zeta,15,983,Silver,90.16
2765,Charlie,28,4839,None,92.2
2766,Charlie,17,4471,Silver,63.34
2767,Charlie,39,521,Bronze,28.62
2768,Foxtrot,44,2141,None,6.98
2769,Sigma,13,415,Platinum,53.05
2770,Nova,13,3160,Platinum,98.19
2771,Charlie,21,1366,Bronze,91.61
2772,Sigma,28,4091,Gold,77.7
2773,Echo,47,3179,Bronze,69.0
2774,Gamma,47,710,None,86.81
2775,Bravo,22,426,Bronze,3.53
2776,Foxtrot,27,4835,Platinum,44.36
2777,Bravo,48,3238,None,35.53
2778,Bravo,29,2962,None,69.49
2779,Sigma,30,541,Platinum,88.27
2780,Alpha,47,443,Platinum,69.89
2781,Delta,7,2414,Silver,45.96
2782,Alpha,38,4975,Gold,16.71
2783,Alpha,44,1811,Platinum,54.15
2784,Nova,17,4350,Gold,50.27
2785,Alpha,31,3109,Platinum,81.67
2786,Gamma,43,4239,Platinum,28.73
2787,Foxtrot,5,2150,Silver,99.77
2788,Gamma,24,4140,Platinum,94.13
2789,Alpha,35,2794,None,21.75
2790,Alpha,11,2095,None,19.85
2791,Delta,50,1327,Gold,33.27
2792,Nova,25,3032,Platinum,90.02
2793,Echo,9,4399,None,17.13
2794,Nova,30,3974,None,48.71
2795,Zeta,18,4152,Platinum,32.73
2796,Charlie,33,4839,Bronze,39.76
2797,Nova,49,2322,Bronze,87.13
2798,Nova,10,726,Gold,86.44
2799,Nova,29,3707,Bronze,93.92
2800,Charlie,25,4333,None,32.67
2801,Alpha,20,2095,Silver,63.42
2802,Bravo,45,3132,Silver,67.76
2803,Alpha,12,2429,Gold,40.33
2804,Bravo,30,292,Silver,35.92
2805,Zeta,20,79,Platinum,22.43
2806,Charlie,13,1143,None,10.36
2807,Foxtrot,15,621,None,4.9
2808,Alpha,25,3069,Silver,51.23
2809,Nova,28,280,Silver,91.73
2810,Nova,46,3058,None,34.12
2811,Bravo,3,3985,Silver,23.17
2812,Echo,38,4183,Bronze,67.49
2813,Bravo,47,3369,Bronze,31.79
2814,Foxtrot,29,2244,Platinum,96.8
2815,Nova,13,4099,None,24.03
2816,Nova,2,1120,Gold,76.76
2817,Zeta,27,3682,Gold,26.55
2818,Gamma,34,2123,None,63.08
2819,Bravo,13,4913,Platinum,64.35
2820,Delta,14,1706,Platinum,64.55
2821,Charlie,37,2406,Gold,55.15
2822,Nova,14,2685,Bronze,8.89
2823,Alpha,46,3181,Bronze,30.73
2824,Foxtrot,42,1387,Platinum,9.72
2825,Sigma,26,775,Gold,30.66
2826,Bravo,22,3809,Silver,32.5
2827,Sigma,25,4570,Platinum,22.07
2828,Bravo,11,3734,Bronze,82.09
2829,Echo,5,110,Silver,16.37
2830,Delta,31,1187,Silver,48.15
2831,Zeta,6,724,Bronze,16.51
2832,Bravo,8,1715,None,12.28
2833,Sigma,42,1828,None,64.04
2834,Charlie,28,943,Silver,38.67
2835,Alpha,13,3733,Platinum,1.38
2836,Foxtrot,33,2872,Silver,80.17
2837,Gamma,1,3049,Gold,92.42
2838,Foxtrot,42,3483,Gold,9.74
2839,Alpha,45,252,Silver,38.91
2840,Sigma,42,2344,Bronze,87.52
2841,Bravo,32,4958,Gold,8.27
2842,Echo,41,145,Platinum,13.22
2843,Nova,4,2028,Silver,47.42
2844,Delta,30,974,Platinum,73.12
2845,Foxtrot,5,822,Platinum,39.65
